I'll help you implement the necessary changes to fix the issue where "show_save_as_new" in admin can add without the proper add permission. Let's start by exploring the repository structure and understanding the problem.

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "admin_modify.py" | grep -E "(templatetags|admin)" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/django/contrib/admin/templatetags/admin_modify.py</function_results>

Let's examine the file mentioned in the problem statement:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/contrib/admin/templatetags/admin_modify.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/contrib/admin/templatetags/admin_modify.py with line numbers:
     1	import json
    75	    has_editable_inline_admin_formsets = context["has_editable_inline_admin_formsets"]
    76	    can_save = (
    77	        (has_change_permission and change)
    78	        or (has_add_permission and add)
    79	        or has_editable_inline_admin_formsets
    80	    )
    81	    can_save_and_add_another = (
    82	        has_add_permission
    83	        and not is_popup
    84	        and (not save_as or add)
    85	        and can_save
    86	        and show_save_and_add_another
    87	    )
    88	    can_save_and_continue = (
    89	        not is_popup and can_save and has_view_permission and show_save_and_continue
    90	    )
    91	    can_change = has_change_permission or has_editable_inline_admin_formsets
    92	    ctx = Context(context)
    93	    ctx.update(
    94	        {
    95	            "can_change": can_change,
    96	            "show_delete_link": (
    97	                not is_popup
    98	                and context["has_delete_permission"]
    99	                and change
   100	                and context.get("show_delete", True)
   101	            ),
   102	            "show_save_as_new": not is_popup
   103	            and has_change_permission
   104	            and change
   105	            and save_as,
   106	            "show_save_and_add_another": can_save_and_add_another,
   107	            "show_save_and_continue": can_save_and_continue,
   108	            "show_save": show_save and can_save,
   109	            "show_close": not (show_save and can_save),
   110	        }
   111	    )
   112	    return ctx
   113	
   114	
   115	@register.tag(name="submit_row")
   116	def submit_row_tag(parser, token):
   117	    return InclusionAdminNode(
   118	        parser, token, func=submit_row, template_name="submit_line.html"
   119	    )
   120	
   121	
   122	@register.tag(name="change_form_object_tools")
   123	def change_form_object_tools_tag(parser, token):
   124	    """Display the row of change form object tools."""
   125	    return InclusionAdminNode(
   126	        parser,
   127	        token,
   128	        func=lambda context: context,
   129	        template_name="change_form_object_tools.html",
   130	    )
   131	
   132	
   133	@register.filter
   134	def cell_count(inline_admin_form):
   135	    """Return the number of cells used in a tabular inline."""
   136	    count = 1  # Hidden cell with hidden 'id' field
   137	    for fieldset in inline_admin_form:
   138	        # Count all visible fields.
   139	        for line in fieldset:
   140	            for field in line:
   141	                try:
   142	                    is_hidden = field.field.is_hidden
   143	                except AttributeError:
   144	                    is_hidden = field.field["is_hidden"]
   145	                if not is_hidden:
   146	                    count += 1
   147	    if inline_admin_form.formset.can_delete:
   148	        # Delete checkbox
   149	        count += 1
   150	    return count
   151	</function_results>

Now I can see the issue. At line 102-105, the `show_save_as_new` logic doesn't check for `has_add_permission`. Since "Save as new" creates a new object, it should require add permission. Let's look at the template that uses this context to understand better:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "submit_line.html" | grep -E "(admin|templates)" | head -10</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/tests/admin_views/templates/admin/admin_views/article/submit_line.html
/testbed/django/contrib/admin/templates/admin/submit_line.html</function_results>

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/contrib/admin/templates/admin/submit_line.html</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/contrib/admin/templates/admin/submit_line.html with line numbers:
     1	{% load i18n admin_urls %}
     2	<div class="submit-row">
     3	{% block submit-row %}
     4	{% if show_save %}<input type="submit" value="{% translate 'Save' %}" class="default" name="_save">{% endif %}
     5	{% if show_save_as_new %}<input type="submit" value="{% translate 'Save as new' %}" name="_saveasnew">{% endif %}
     6	{% if show_save_and_add_another %}<input type="submit" value="{% translate 'Save and add another' %}" name="_addanother">{% endif %}
     7	{% if show_save_and_continue %}<input type="submit" value="{% if can_change %}{% translate 'Save and continue editing' %}{% else %}{% translate 'Save and view' %}{% endif %}" name="_continue">{% endif %}
     8	{% if show_close %}<a href="{% url opts|admin_urlname:'changelist' %}" class="closelink">{% translate 'Close' %}</a>{% endif %}
     9	{% if show_delete_link and original %}
    10	    {% url opts|admin_urlname:'delete' original.pk|admin_urlquote as delete_url %}
    11	    <a href="{% add_preserved_filters delete_url %}" class="deletelink">{% translate "Delete" %}</a>
    12	{% endif %}
    13	{% endblock %}
    14	</div>
    15	</function_results>

Now let's understand what "Save as new" does by looking at the admin code that handles this action:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">grep -r "_saveasnew" /testbed/django/contrib/admin/ --include="*.py" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/django/contrib/admin/options.py:            "_saveasnew" in request.POST
/testbed/django/contrib/admin/options.py:        elif "_saveasnew" in request.POST:
/testbed/django/contrib/admin/options.py:        if request.method == "POST" and "_saveasnew" in request.POST:
/testbed/django/contrib/admin/options.py:            and "_saveasnew" in request.POST
/testbed/django/contrib/admin/options.py:                    "save_as_new": "_saveasnew" in request.POST,</function_results>

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/contrib/admin/options.py</antml:parameter>
<antml:parameter name="view_range">[1700, 1800]</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/contrib/admin/options.py with line numbers (which has a total of 2502 lines) with view_range=[1700, 1800]:
  1700	            prepopulated = dict(inline.get_prepopulated_fields(request, obj))
  1701	            inline_admin_formset = helpers.InlineAdminFormSet(
  1702	                inline,
  1703	                formset,
  1704	                fieldsets,
  1705	                prepopulated,
  1706	                readonly,
  1707	                model_admin=self,
  1708	                has_add_permission=has_add_permission,
  1709	                has_change_permission=has_change_permission,
  1710	                has_delete_permission=has_delete_permission,
  1711	                has_view_permission=has_view_permission,
  1712	            )
  1713	            inline_admin_formsets.append(inline_admin_formset)
  1714	        return inline_admin_formsets
  1715	
  1716	    def get_changeform_initial_data(self, request):
  1717	        """
  1718	        Get the initial form data from the request's GET params.
  1719	        """
  1720	        initial = dict(request.GET.items())
  1721	        for k in initial:
  1722	            try:
  1723	                f = self.opts.get_field(k)
  1724	            except FieldDoesNotExist:
  1725	                continue
  1726	            # We have to special-case M2Ms as a list of comma-separated PKs.
  1727	            if isinstance(f, models.ManyToManyField):
  1728	                initial[k] = initial[k].split(",")
  1729	        return initial
  1730	
  1731	    def _get_obj_does_not_exist_redirect(self, request, opts, object_id):
  1732	        """
  1733	        Create a message informing the user that the object doesn't exist
  1734	        and return a redirect to the admin index page.
  1735	        """
  1736	        msg = _("%(name)s with ID “%(key)s” doesn’t exist. Perhaps it was deleted?") % {
  1737	            "name": opts.verbose_name,
  1738	            "key": unquote(object_id),
  1739	        }
  1740	        self.message_user(request, msg, messages.WARNING)
  1741	        url = reverse("admin:index", current_app=self.admin_site.name)
  1742	        return HttpResponseRedirect(url)
  1743	
  1744	    @csrf_protect_m
  1745	    def changeform_view(self, request, object_id=None, form_url="", extra_context=None):
  1746	        with transaction.atomic(using=router.db_for_write(self.model)):
  1747	            return self._changeform_view(request, object_id, form_url, extra_context)
  1748	
  1749	    def _changeform_view(self, request, object_id, form_url, extra_context):
  1750	        to_field = request.POST.get(TO_FIELD_VAR, request.GET.get(TO_FIELD_VAR))
  1751	        if to_field and not self.to_field_allowed(request, to_field):
  1752	            raise DisallowedModelAdminToField(
  1753	                "The field %s cannot be referenced." % to_field
  1754	            )
  1755	
  1756	        if request.method == "POST" and "_saveasnew" in request.POST:
  1757	            object_id = None
  1758	
  1759	        add = object_id is None
  1760	
  1761	        if add:
  1762	            if not self.has_add_permission(request):
  1763	                raise PermissionDenied
  1764	            obj = None
  1765	
  1766	        else:
  1767	            obj = self.get_object(request, unquote(object_id), to_field)
  1768	
  1769	            if request.method == "POST":
  1770	                if not self.has_change_permission(request, obj):
  1771	                    raise PermissionDenied
  1772	            else:
  1773	                if not self.has_view_or_change_permission(request, obj):
  1774	                    raise PermissionDenied
  1775	
  1776	            if obj is None:
  1777	                return self._get_obj_does_not_exist_redirect(
  1778	                    request, self.opts, object_id
  1779	                )
  1780	
  1781	        fieldsets = self.get_fieldsets(request, obj)
  1782	        ModelForm = self.get_form(
  1783	            request, obj, change=not add, fields=flatten_fieldsets(fieldsets)
  1784	        )
  1785	        if request.method == "POST":
  1786	            form = ModelForm(request.POST, request.FILES, instance=obj)
  1787	            formsets, inline_instances = self._create_formsets(
  1788	                request,
  1789	                form.instance,
  1790	                change=not add,
  1791	            )
  1792	            form_validated = form.is_valid()
  1793	            if form_validated:
  1794	                new_object = self.save_form(request, form, change=not add)
  1795	            else:
  1796	                new_object = form.instance
  1797	            if all_valid(formsets) and form_validated:
  1798	                self.save_model(request, new_object, form, not add)
  1799	                self.save_related(request, form, formsets, not add)
  1800	                change_message = self.construct_change_message(
</function_results>

I can see that when "_saveasnew" is in the POST request, the code sets `object_id = None` (line 1757), which makes `add = True` (line 1759). Then it checks for add permission (lines 1761-1763). So the backend already has the proper permission check. However, the issue is that the UI shows the "Save as new" button even when the user doesn't have add permission.

Let's create a test to reproduce the issue:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/test_save_as_new_permission.py</antml:parameter>
<antml:parameter name="file_text">"""
Test to reproduce the issue where "Save as new" button is shown 
even when user doesn't have add permission.
"""
import os
import sys
import django
from django.conf import settings
from django.test import TestCase, RequestFactory
from django.contrib.auth.models import User, Permission
from django.contrib.contenttypes.models import ContentType
from django.contrib.admin.sites import AdminSite
from django.contrib import admin
from django.db import models
from django.template import Context, Template

# Configure Django settings
os.environ.setdefault('DJANGO_SETTINGS_MODULE', 'test_settings')

if not settings.configured:
    settings.configure(
        DEBUG=True,
        DATABASES={
            'default': {
                'ENGINE': 'django.db.backends.sqlite3',
                'NAME': ':memory:',
            }
        },
        INSTALLED_APPS=[
            'django.contrib.contenttypes',
            'django.contrib.auth',
            'django.contrib.admin',
            'django.contrib.sessions',
            'django.contrib.messages',
            'test_app',
        ],
        MIDDLEWARE=[
            'django.contrib.sessions.middleware.SessionMiddleware',
            'django.contrib.auth.middleware.AuthenticationMiddleware',
            'django.contrib.messages.middleware.MessageMiddleware',
        ],
        ROOT_URLCONF='test_urls',
        SECRET_KEY='test-secret-key',
        TEMPLATES=[{
            'BACKEND': 'django.template.backends.django.DjangoTemplates',
            'DIRS': [],
            'APP_DIRS': True,
            'OPTIONS': {
                'context_processors': [
                    'django.template.context_processors.debug',
                    'django.template.context_processors.request',
                    'django.contrib.auth.context_processors.auth',
                    'django.contrib.messages.context_processors.messages',
                ],
            },
        }],
    )

# Create test app
from django.apps import AppConfig

class TestAppConfig(AppConfig):
    name = 'test_app'
    default_auto_field = 'django.db.models.BigAutoField'

# Initialize Django
django.setup()

# Define test model
class TestModel(models.Model):
    name = models.CharField(max_length=100)
    
    class Meta:
        app_label = 'test_app'

# Define model admin
class TestModelAdmin(admin.ModelAdmin):
    save_as = True  # Enable "Save as new" feature

# Create tables
from django.db import connection
with connection.schema_editor() as schema_editor:
    schema_editor.create_model(TestModel)

# Test the submit_row function
from django.contrib.admin.templatetags.admin_modify import submit_row

def test_save_as_new_permission():
    """Test that 'Save as new' button respects add permission"""
    
    # Create a user with only change permission (no add permission)
    user = User.objects.create_user('testuser', 'test@example.com', 'testpass')
    content_type = ContentType.objects.get_for_model(TestModel)
    change_perm = Permission.objects.get(content_type=content_type, codename='change_testmodel')
    user.user_permissions.add(change_perm)
    
    # Create a test object
    obj = TestModel.objects.create(name='Test Object')
    
    # Create context for submit_row
    context = {
        'add': False,  # Not adding a new object
        'change': True,  # Changing existing object
        'is_popup': False,
        'save_as': True,  # save_as is enabled in ModelAdmin
        'show_save': True,
        'show_save_and_add_another': True,
        'show_save_and_continue': True,
        'has_add_permission': False,  # User does NOT have add permission
        'has_change_permission': True,  # User has change permission
        'has_view_permission': True,
        'has_editable_inline_admin_formsets': False,
        'has_delete_permission': False,
        'show_delete': True,
    }
    
    # Call submit_row to get the context
    result_context = submit_row(context)
    
    print("\n=== Current Behavior ===")
    print(f"show_save_as_new: {result_context['show_save_as_new']}")
    print(f"has_add_permission: {context['has_add_permission']}")
    print(f"has_change_permission: {context['has_change_permission']}")
    
    # The issue: show_save_as_new is True even though has_add_permission is False
    if result_context['show_save_as_new'] and not context['has_add_permission']:
        print("\n❌ BUG CONFIRMED: 'Save as new' button is shown even without add permission!")
        print("This allows users to see the button, but clicking it will result in PermissionDenied.")
    else:
        print("\n✓ OK: 'Save as new' button correctly hidden when user lacks add permission.")
    
    return result_context

if __name__ == '__main__':
    result = test_save_as_new_permission()
</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>New file created successfully at /testbed/test_save_as_new_permission.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_save_as_new_permission.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<error>Traceback (most recent call last):
  File "/testbed/test_save_as_new_permission.py", line 10, in <module>
    from django.contrib.auth.models import User, Permission
  File "/testbed/django/contrib/auth/models.py", line 3, in <module>
    from django.contrib.auth.base_user import AbstractBaseUser, BaseUserManager
  File "/testbed/django/contrib/auth/base_user.py", line 56, in <module>
    class AbstractBaseUser(models.Model):
  File "/testbed/django/db/models/base.py", line 129, in __new__
    app_config = apps.get_containing_app_config(module)
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/testbed/django/apps/registry.py", line 260, in get_containing_app_config
    self.check_apps_ready()
  File "/testbed/django/apps/registry.py", line 137, in check_apps_ready
    settings.INSTALLED_APPS
  File "/testbed/django/conf/__init__.py", line 84, in __getattr__
    self._setup(name)
  File "/testbed/django/conf/__init__.py", line 64, in _setup
    raise ImproperlyConfigured(
django.core.exceptions.ImproperlyConfigured: Requested setting INSTALLED_APPS, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or call settings.configure() before accessing settings.</error>
</function_results>

Let me fix the test script:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">str_replace</antml:parameter>
<antml:parameter name="path">/testbed/test_save_as_new_permission.py</antml:parameter>
<antml:parameter name="old_str">"""
Test to reproduce the issue where "Save as new" button is shown 
even when user doesn't have add permission.
"""
import os
import sys
import django
from django.conf import settings
from django.test import TestCase, RequestFactory
from django.contrib.auth.models import User, Permission
from django.contrib.contenttypes.models import ContentType
from django.contrib.admin.sites import AdminSite
from django.contrib import admin
from django.db import models
from django.template import Context, Template

# Configure Django settings
os.environ.setdefault('DJANGO_SETTINGS_MODULE', 'test_settings')

if not settings.configured:</antml:parameter>
<antml:parameter name="new_str">"""
Test to reproduce the issue where "Save as new" button is shown 
even when user doesn't have add permission.
"""
import os
import sys
import django
from django.conf import settings

# Configure Django settings first
if not settings.configured:</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>The file /testbed/test_save_as_new_permission.py has been edited successfully.</function_results>

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">str_replace</antml:parameter>
<antml:parameter name="path">/testbed/test_save_as_new_permission.py</antml:parameter>
<antml:parameter name="old_str">        }],
    )

# Create test app
from django.apps import AppConfig

class TestAppConfig(AppConfig):
    name = 'test_app'
    default_auto_field = 'django.db.models.BigAutoField'

# Initialize Django
django.setup()</antml:parameter>
<antml:parameter name="new_str">        }],
    )

# Initialize Django
django.setup()

# Now import Django modules after setup
from django.test import TestCase, RequestFactory
from django.contrib.auth.models import User, Permission
from django.contrib.contenttypes.models import ContentType
from django.contrib.admin.sites import AdminSite
from django.contrib import admin
from django.db import models
from django.template import Context, Template</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>The file /testbed/test_save_as_new_permission.py has been edited successfully.</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_save_as_new_permission.py 2>&1 | grep -A 10 "Current Behavior"</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<system>Tool ran without output or errors</system>
</function_results>

Let me simplify the test:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/simple_test.py</antml:parameter>
<antml:parameter name="file_text">#!/usr/bin/env python
"""Simple test to check the submit_row logic"""
import os
import sys

# Add Django to path
sys.path.insert(0, '/testbed')

# Set up minimal Django settings
os.environ['DJANGO_SETTINGS_MODULE'] = 'django.conf.global_settings'

import django
from django.conf import settings

settings.configure(
    DEBUG=True,
    SECRET_KEY='test',
    INSTALLED_APPS=[
        'django.contrib.admin',
        'django.contrib.auth',
        'django.contrib.contenttypes',
    ],
)

django.setup()

# Now test the submit_row function
from django.contrib.admin.templatetags.admin_modify import submit_row

# Test case: User has change permission but NOT add permission
context = {
    'add': False,  # Not adding a new object
    'change': True,  # Changing existing object  
    'is_popup': False,
    'save_as': True,  # save_as is enabled in ModelAdmin
    'show_save': True,
    'show_save_and_add_another': True,
    'show_save_and_continue': True,
    'has_add_permission': False,  # User does NOT have add permission
    'has_change_permission': True,  # User has change permission
    'has_view_permission': True,
    'has_editable_inline_admin_formsets': False,
    'has_delete_permission': False,
    'show_delete': True,
}

# Call submit_row to get the context
result_context = submit_row(context)

print("\n=== Current Behavior ===")
print(f"show_save_as_new: {result_context['show_save_as_new']}")
print(f"has_add_permission: {context['has_add_permission']}")
print(f"has_change_permission: {context['has_change_permission']}")

# The issue: show_save_as_new is True even though has_add_permission is False
if result_context['show_save_as_new'] and not context['has_add_permission']:
    print("\n❌ BUG CONFIRMED: 'Save as new' button is shown even without add permission!")
    print("This allows users to see the button, but clicking it will result in PermissionDenied.")
else:
    print("\n✓ OK: 'Save as new' button correctly hidden when user lacks add permission.")
</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>New file created successfully at /testbed/simple_test.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python simple_test.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
=== Current Behavior ===
show_save_as_new: True
has_add_permission: False
has_change_permission: True

❌ BUG CONFIRMED: 'Save as new' button is shown even without add permission!
This allows users to see the button, but clicking it will result in PermissionDenied.</function_results>

Great! We've confirmed the bug. Now let's implement the fix by adding the `has_add_permission` check to the `show_save_as_new` logic:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">str_replace</antml:parameter>
<antml:parameter name="path">/testbed/django/contrib/admin/templatetags/admin_modify.py</antml:parameter>
<antml:parameter name="old_str">            "show_save_as_new": not is_popup
            and has_change_permission
            and change
            and save_as,</antml:parameter>
<antml:parameter name="new_str">            "show_save_as_new": not is_popup
            and has_add_permission
            and has_change_permission
            and change
            and save_as,</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>The file /testbed/django/contrib/admin/templatetags/admin_modify.py has been edited successfully.</function_results>

Now let's test our fix:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python simple_test.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
=== Current Behavior ===
show_save_as_new: False
has_add_permission: False
has_change_permission: True

✓ OK: 'Save as new' button correctly hidden when user lacks add permission.</function_results>

Excellent! The fix works. Now let's create a more comprehensive test to ensure our fix handles all scenarios correctly:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/comprehensive_test.py</antml:parameter>
<antml:parameter name="file_text">#!/usr/bin/env python
"""Comprehensive test for submit_row logic with different permission combinations"""
import os
import sys

# Add Django to path
sys.path.insert(0, '/testbed')

# Set up minimal Django settings
os.environ['DJANGO_SETTINGS_MODULE'] = 'django.conf.global_settings'

import django
from django.conf import settings

settings.configure(
    DEBUG=True,
    SECRET_KEY='test',
    INSTALLED_APPS=[
        'django.contrib.admin',
        'django.contrib.auth',
        'django.contrib.contenttypes',
    ],
)

django.setup()

# Now test the submit_row function
from django.contrib.admin.templatetags.admin_modify import submit_row

def test_scenario(name, context_overrides):
    """Test a specific scenario"""
    # Base context
    context = {
        'add': False,
        'change': True,
        'is_popup': False,
        'save_as': True,
        'show_save': True,
        'show_save_and_add_another': True,
        'show_save_and_continue': True,
        'has_add_permission': True,
        'has_change_permission': True,
        'has_view_permission': True,
        'has_editable_inline_admin_formsets': False,
        'has_delete_permission': False,
        'show_delete': True,
    }
    
    # Apply overrides
    context.update(context_overrides)
    
    # Call submit_row
    result = submit_row(context)
    
    print(f"\n=== Scenario: {name} ===")
    print(f"Input: add={context['add']}, change={context['change']}, "
          f"has_add={context['has_add_permission']}, has_change={context['has_change_permission']}, "
          f"save_as={context['save_as']}, is_popup={context['is_popup']}")
    print(f"Result: show_save_as_new={result['show_save_as_new']}")
    
    return result

# Test scenarios
print("Testing submit_row 'show_save_as_new' logic with different permission combinations")

# Scenario 1: User has both permissions (should show)
test_scenario("Both permissions", {
    'has_add_permission': True,
    'has_change_permission': True,
})

# Scenario 2: User has only change permission (should NOT show - this is the bug)
test_scenario("Only change permission", {
    'has_add_permission': False,
    'has_change_permission': True,
})

# Scenario 3: User has only add permission (should NOT show)
test_scenario("Only add permission", {
    'has_add_permission': True,
    'has_change_permission': False,
})

# Scenario 4: User has no permissions (should NOT show)
test_scenario("No permissions", {
    'has_add_permission': False,
    'has_change_permission': False,
})

# Scenario 5: In popup mode (should NOT show regardless of permissions)
test_scenario("Popup mode", {
    'has_add_permission': True,
    'has_change_permission': True,
    'is_popup': True,
})

# Scenario 6: save_as disabled (should NOT show)
test_scenario("save_as disabled", {
    'has_add_permission': True,
    'has_change_permission': True,
    'save_as': False,
})

# Scenario 7: Adding new object (should NOT show)
test_scenario("Adding new object", {
    'has_add_permission': True,
    'has_change_permission': True,
    'add': True,
    'change': False,
})

print("\n✓ All scenarios tested successfully!")
</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>New file created successfully at /testbed/comprehensive_test.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python comprehensive_test.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Testing submit_row 'show_save_as_new' logic with different permission combinations

=== Scenario: Both permissions ===
Input: add=False, change=True, has_add=True, has_change=True, save_as=True, is_popup=False
Result: show_save_as_new=True

=== Scenario: Only change permission ===
Input: add=False, change=True, has_add=False, has_change=True, save_as=True, is_popup=False
Result: show_save_as_new=False

=== Scenario: Only add permission ===
Input: add=False, change=True, has_add=True, has_change=False, save_as=True, is_popup=False
Result: show_save_as_new=False

=== Scenario: No permissions ===
Input: add=False, change=True, has_add=False, has_change=False, save_as=True, is_popup=False
Result: show_save_as_new=False

=== Scenario: Popup mode ===
Input: add=False, change=True, has_add=True, has_change=True, save_as=True, is_popup=True
Result: show_save_as_new=False

=== Scenario: save_as disabled ===
Input: add=False, change=True, has_add=True, has_change=True, save_as=False, is_popup=False
Result: show_save_as_new=False

=== Scenario: Adding new object ===
Input: add=True, change=False, has_add=True, has_change=True, save_as=True, is_popup=False
Result: show_save_as_new=False

✓ All scenarios tested successfully!</function_results>

Perfect! Our fix correctly handles all scenarios. Now let's run the Django test suite to make sure we haven't broken anything:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python -m pytest tests/admin_views/test_adminsite.py -xvs -k "test_save" 2>/dev/null | grep -E "(test_|PASSED|FAILED|ERROR)" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<system>Tool ran without output or errors</system>
</function_results>

Let's check for existing tests related to save_as functionality:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed/tests -name "*.py" -type f | xargs grep -l "save_as" | head -10</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/tests/admin_views/admin.py
/testbed/tests/admin_views/tests.py
/testbed/tests/model_formsets/tests.py
/testbed/tests/generic_relations/test_forms.py
/testbed/tests/model_formsets_regress/tests.py
/testbed/tests/modeladmin/test_checks.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">grep -n "save_as_new" /testbed/tests/admin_views/tests.py | head -10</antml:parameter>
</antml:invoke>
</antml:function_calls>
