I'll help you implement the necessary changes to fix the issue where the TIME_ZONE value in DATABASES settings is not being used when making dates timezone-aware on MySQL, SQLite, and Oracle.

Let's start by exploring the repository structure and understanding the problem better.

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "*.py" | grep -E "(mysql|operations)" | grep -E "(backends|db)" | sort</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/django/contrib/gis/db/backends/base/operations.py
/testbed/django/contrib/gis/db/backends/mysql/__init__.py
/testbed/django/contrib/gis/db/backends/mysql/base.py
/testbed/django/contrib/gis/db/backends/mysql/features.py
/testbed/django/contrib/gis/db/backends/mysql/introspection.py
/testbed/django/contrib/gis/db/backends/mysql/operations.py
/testbed/django/contrib/gis/db/backends/mysql/schema.py
/testbed/django/contrib/gis/db/backends/oracle/operations.py
/testbed/django/contrib/gis/db/backends/postgis/operations.py
/testbed/django/contrib/gis/db/backends/spatialite/operations.py
/testbed/django/db/backends/base/operations.py
/testbed/django/db/backends/mysql/__init__.py
/testbed/django/db/backends/mysql/base.py
/testbed/django/db/backends/mysql/client.py
/testbed/django/db/backends/mysql/compiler.py
/testbed/django/db/backends/mysql/creation.py
/testbed/django/db/backends/mysql/features.py
/testbed/django/db/backends/mysql/introspection.py
/testbed/django/db/backends/mysql/operations.py
/testbed/django/db/backends/mysql/schema.py
/testbed/django/db/backends/mysql/validation.py
/testbed/django/db/backends/oracle/operations.py
/testbed/django/db/backends/postgresql/operations.py
/testbed/django/db/backends/sqlite3/operations.py
/testbed/django/db/migrations/operations/__init__.py
/testbed/django/db/migrations/operations/base.py
/testbed/django/db/migrations/operations/fields.py
/testbed/django/db/migrations/operations/models.py
/testbed/django/db/migrations/operations/special.py
/testbed/django/db/migrations/operations/utils.py
/testbed/tests/backends/base/test_operations.py
/testbed/tests/backends/mysql/__init__.py
/testbed/tests/backends/mysql/test_creation.py
/testbed/tests/backends/mysql/test_features.py
/testbed/tests/backends/mysql/test_schema.py
/testbed/tests/backends/mysql/tests.py
/testbed/tests/backends/oracle/test_operations.py
/testbed/tests/dbshell/test_mysql.py</function_results>

Let's look at the specific file mentioned in the problem statement:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/db/backends/mysql/operations.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/db/backends/mysql/operations.py with line numbers:
     1	import uuid
    61	            return "MAKEDATE(YEAR(%s), 1) + INTERVAL QUARTER(%s) QUARTER - INTERVAL 1 QUARTER" % (
    62	                field_name, field_name
    63	            )
    64	        elif lookup_type == 'week':
    65	            return "DATE_SUB(%s, INTERVAL WEEKDAY(%s) DAY)" % (
    66	                field_name, field_name
    67	            )
    68	        else:
    69	            return "DATE(%s)" % (field_name)
    70	
    71	    def _convert_field_to_tz(self, field_name, tzname):
    72	        if settings.USE_TZ:
    73	            field_name = "CONVERT_TZ(%s, 'UTC', '%s')" % (field_name, tzname)
    74	        return field_name
    75	
    76	    def datetime_cast_date_sql(self, field_name, tzname):
    77	        field_name = self._convert_field_to_tz(field_name, tzname)
    78	        return "DATE(%s)" % field_name
    79	
    80	    def datetime_cast_time_sql(self, field_name, tzname):
    81	        field_name = self._convert_field_to_tz(field_name, tzname)
    82	        return "TIME(%s)" % field_name
    83	
    84	    def datetime_extract_sql(self, lookup_type, field_name, tzname):
    85	        field_name = self._convert_field_to_tz(field_name, tzname)
    86	        return self.date_extract_sql(lookup_type, field_name)
    87	
    88	    def datetime_trunc_sql(self, lookup_type, field_name, tzname):
    89	        field_name = self._convert_field_to_tz(field_name, tzname)
    90	        fields = ['year', 'month', 'day', 'hour', 'minute', 'second']
    91	        format = ('%%Y-', '%%m', '-%%d', ' %%H:', '%%i', ':%%s')  # Use double percents to escape.
    92	        format_def = ('0000-', '01', '-01', ' 00:', '00', ':00')
    93	        if lookup_type == 'quarter':
    94	            return (
    95	                "CAST(DATE_FORMAT(MAKEDATE(YEAR({field_name}), 1) + "
    96	                "INTERVAL QUARTER({field_name}) QUARTER - " +
    97	                "INTERVAL 1 QUARTER, '%%Y-%%m-01 00:00:00') AS DATETIME)"
    98	            ).format(field_name=field_name)
    99	        if lookup_type == 'week':
   100	            return (
   101	                "CAST(DATE_FORMAT(DATE_SUB({field_name}, "
   102	                "INTERVAL WEEKDAY({field_name}) DAY), "
   103	                "'%%Y-%%m-%%d 00:00:00') AS DATETIME)"
   104	            ).format(field_name=field_name)
   105	        try:
   106	            i = fields.index(lookup_type) + 1
   107	        except ValueError:
   108	            sql = field_name
   109	        else:
   110	            format_str = ''.join(format[:i] + format_def[i:])
   111	            sql = "CAST(DATE_FORMAT(%s, '%s') AS DATETIME)" % (field_name, format_str)
   112	        return sql
   113	
   114	    def time_trunc_sql(self, lookup_type, field_name):
   115	        fields = {
   116	            'hour': '%%H:00:00',
   117	            'minute': '%%H:%%i:00',
   118	            'second': '%%H:%%i:%%s',
   119	        }  # Use double percents to escape.
   120	        if lookup_type in fields:
   121	            format_str = fields[lookup_type]
   122	            return "CAST(DATE_FORMAT(%s, '%s') AS TIME)" % (field_name, format_str)
   123	        else:
   124	            return "TIME(%s)" % (field_name)
   125	
   126	    def date_interval_sql(self, timedelta):
   127	        return 'INTERVAL %s MICROSECOND' % duration_microseconds(timedelta)
   128	
   129	    def format_for_duration_arithmetic(self, sql):
   130	        return 'INTERVAL %s MICROSECOND' % sql
   131	
   132	    def force_no_ordering(self):
   133	        """
   134	        "ORDER BY NULL" prevents MySQL from implicitly ordering by grouped
   135	        columns. If no ordering would otherwise be applied, we don't want any
   136	        implicit sorting going on.
   137	        """
   138	        return [(None, ("NULL", [], False))]
   139	
   140	    def last_executed_query(self, cursor, sql, params):
   141	        # With MySQLdb, cursor objects have an (undocumented) "_executed"
   142	        # attribute where the exact query sent to the database is saved.
   143	        # See MySQLdb/cursors.py in the source distribution.
   144	        query = getattr(cursor, '_executed', None)
   145	        if query is not None:
   146	            query = query.decode(errors='replace')
   147	        return query
   148	
   149	    def no_limit_value(self):
   150	        # 2**64 - 1, as recommended by the MySQL documentation
   151	        return 18446744073709551615
   152	
   153	    def quote_name(self, name):
   154	        if name.startswith("`") and name.endswith("`"):
   155	            return name  # Quoting once is enough.
   156	        return "`%s`" % name
   157	
   158	    def random_function_sql(self):
   159	        return 'RAND()'
   160	
   161	    def sql_flush(self, style, tables, sequences, allow_cascade=False):
   162	        # NB: The generated SQL below is specific to MySQL
   163	        # 'TRUNCATE x;', 'TRUNCATE y;', 'TRUNCATE z;'... style SQL statements
   164	        # to clear all tables of all data
   165	        if tables:
   166	            sql = ['SET FOREIGN_KEY_CHECKS = 0;']
   167	            for table in tables:
   168	                sql.append('%s %s;' % (
   169	                    style.SQL_KEYWORD('TRUNCATE'),
   170	                    style.SQL_FIELD(self.quote_name(table)),
   171	                ))
   172	            sql.append('SET FOREIGN_KEY_CHECKS = 1;')
   173	            sql.extend(self.sequence_reset_by_name_sql(style, sequences))
   174	            return sql
   175	        else:
   176	            return []
   177	
   178	    def validate_autopk_value(self, value):
   179	        # MySQLism: zero in AUTO_INCREMENT field does not work. Refs #17653.
   180	        if value == 0:
   181	            raise ValueError('The database backend does not accept 0 as a '
   182	                             'value for AutoField.')
   183	        return value
   184	
   185	    def adapt_datetimefield_value(self, value):
   186	        if value is None:
   187	            return None
   188	
   189	        # Expression values are adapted by the database.
   190	        if hasattr(value, 'resolve_expression'):
   191	            return value
   192	
   193	        # MySQL doesn't support tz-aware datetimes
   194	        if timezone.is_aware(value):
   195	            if settings.USE_TZ:
   196	                value = timezone.make_naive(value, self.connection.timezone)
   197	            else:
   198	                raise ValueError("MySQL backend does not support timezone-aware datetimes when USE_TZ is False.")
   199	        return str(value)
   200	
   201	    def adapt_timefield_value(self, value):
   202	        if value is None:
   203	            return None
   204	
   205	        # Expression values are adapted by the database.
   206	        if hasattr(value, 'resolve_expression'):
   207	            return value
   208	
   209	        # MySQL doesn't support tz-aware times
   210	        if timezone.is_aware(value):
   211	            raise ValueError("MySQL backend does not support timezone-aware times.")
   212	
   213	        return str(value)
   214	
   215	    def max_name_length(self):
   216	        return 64
   217	
   218	    def bulk_insert_sql(self, fields, placeholder_rows):
   219	        placeholder_rows_sql = (", ".join(row) for row in placeholder_rows)
   220	        values_sql = ", ".join("(%s)" % sql for sql in placeholder_rows_sql)
   221	        return "VALUES " + values_sql
   222	
   223	    def combine_expression(self, connector, sub_expressions):
   224	        if connector == '^':
   225	            return 'POW(%s)' % ','.join(sub_expressions)
   226	        # Convert the result to a signed integer since MySQL's binary operators
   227	        # return an unsigned integer.
   228	        elif connector in ('&', '|', '<<'):
   229	            return 'CONVERT(%s, SIGNED)' % connector.join(sub_expressions)
   230	        elif connector == '>>':
   231	            lhs, rhs = sub_expressions
   232	            return 'FLOOR(%(lhs)s / POW(2, %(rhs)s))' % {'lhs': lhs, 'rhs': rhs}
   233	        return super().combine_expression(connector, sub_expressions)
   234	
   235	    def get_db_converters(self, expression):
   236	        converters = super().get_db_converters(expression)
   237	        internal_type = expression.output_field.get_internal_type()
   238	        if internal_type in ['BooleanField', 'NullBooleanField']:
   239	            converters.append(self.convert_booleanfield_value)
   240	        elif internal_type == 'DateTimeField':
   241	            if settings.USE_TZ:
   242	                converters.append(self.convert_datetimefield_value)
   243	        elif internal_type == 'UUIDField':
   244	            converters.append(self.convert_uuidfield_value)
   245	        return converters
   246	
   247	    def convert_booleanfield_value(self, value, expression, connection):
   248	        if value in (0, 1):
   249	            value = bool(value)
   250	        return value
   251	
   252	    def convert_datetimefield_value(self, value, expression, connection):
   253	        if value is not None:
   254	            value = timezone.make_aware(value, self.connection.timezone)
   255	        return value
   256	
   257	    def convert_uuidfield_value(self, value, expression, connection):
   258	        if value is not None:
   259	            value = uuid.UUID(value)
   260	        return value
   261	
   262	    def binary_placeholder_sql(self, value):
   263	        return '_binary %s' if value is not None and not hasattr(value, 'as_sql') else '%s'
   264	
   265	    def subtract_temporals(self, internal_type, lhs, rhs):
   266	        lhs_sql, lhs_params = lhs
   267	        rhs_sql, rhs_params = rhs
   268	        if internal_type == 'TimeField':
   269	            if self.connection.mysql_is_mariadb:
   270	                # MariaDB includes the microsecond component in TIME_TO_SEC as
   271	                # a decimal. MySQL returns an integer without microseconds.
   272	                return 'CAST((TIME_TO_SEC(%(lhs)s) - TIME_TO_SEC(%(rhs)s)) * 1000000 AS SIGNED)' % {
   273	                    'lhs': lhs_sql, 'rhs': rhs_sql
   274	                }, lhs_params + rhs_params
   275	            return (
   276	                "((TIME_TO_SEC(%(lhs)s) * 1000000 + MICROSECOND(%(lhs)s)) -"
   277	                " (TIME_TO_SEC(%(rhs)s) * 1000000 + MICROSECOND(%(rhs)s)))"
   278	            ) % {'lhs': lhs_sql, 'rhs': rhs_sql}, lhs_params * 2 + rhs_params * 2
   279	        else:
   280	            return "TIMESTAMPDIFF(MICROSECOND, %s, %s)" % (rhs_sql, lhs_sql), rhs_params + lhs_params
   281	
   282	    def explain_query_prefix(self, format=None, **options):
   283	        # Alias MySQL's TRADITIONAL to TEXT for consistency with other backends.
   284	        if format and format.upper() == 'TEXT':
   285	            format = 'TRADITIONAL'
   286	        prefix = super().explain_query_prefix(format, **options)
   287	        if format:
   288	            prefix += ' FORMAT=%s' % format
   289	        if self.connection.features.needs_explain_extended and format is None:
   290	            # EXTENDED and FORMAT are mutually exclusive options.
   291	            prefix += ' EXTENDED'
   292	        return prefix
   293	
   294	    def regex_lookup(self, lookup_type):
   295	        # REGEXP BINARY doesn't work correctly in MySQL 8+ and REGEXP_LIKE
   296	        # doesn't exist in MySQL 5.6 or in MariaDB.
   297	        if self.connection.mysql_version < (8, 0, 0) or self.connection.mysql_is_mariadb:
   298	            if lookup_type == 'regex':
   299	                return '%s REGEXP BINARY %s'
   300	            return '%s REGEXP %s'
   301	
   302	        match_option = 'c' if lookup_type == 'regex' else 'i'
   303	        return "REGEXP_LIKE(%%s, %%s, '%s')" % match_option
   304	
   305	    def insert_statement(self, ignore_conflicts=False):
   306	        return 'INSERT IGNORE INTO' if ignore_conflicts else super().insert_statement(ignore_conflicts)
   307	</function_results>

Now let's look at the `_convert_field_to_tz` method more closely. The issue is on line 73 where it hardcodes 'UTC' as the source timezone instead of using the database's configured timezone:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/db/backends/mysql/operations.py</antml:parameter>
<antml:parameter name="view_range">[71, 74]</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/db/backends/mysql/operations.py with line numbers (which has a total of 307 lines) with view_range=[71, 74]:
    71	    def _convert_field_to_tz(self, field_name, tzname):
    72	        if settings.USE_TZ:
    73	            field_name = "CONVERT_TZ(%s, 'UTC', '%s')" % (field_name, tzname)
    74	        return field_name
</function_results>

Let's check how the connection object stores the timezone information:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">grep -r "timezone" /testbed/django/db/backends/mysql/ | grep -v ".pyc"</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/django/db/backends/mysql/features.py:    supports_timezones = False
/testbed/django/db/backends/mysql/operations.py:from django.utils import timezone
/testbed/django/db/backends/mysql/operations.py:        if timezone.is_aware(value):
/testbed/django/db/backends/mysql/operations.py:                value = timezone.make_naive(value, self.connection.timezone)
/testbed/django/db/backends/mysql/operations.py:                raise ValueError("MySQL backend does not support timezone-aware datetimes when USE_TZ is False.")
/testbed/django/db/backends/mysql/operations.py:        if timezone.is_aware(value):
/testbed/django/db/backends/mysql/operations.py:            raise ValueError("MySQL backend does not support timezone-aware times.")
/testbed/django/db/backends/mysql/operations.py:            value = timezone.make_aware(value, self.connection.timezone)</function_results>

Let's look at the base connection class to understand how the timezone is stored:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">grep -r "timezone" /testbed/django/db/backends/base/ | grep -v ".pyc" | grep -v "test"</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<system>Tool ran without output or errors</system>
</function_results>

Let's check the MySQL base.py file:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/db/backends/mysql/base.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/db/backends/mysql/base.py with line numbers:
     1	"""
     2	MySQL database backend for Django.
     3	
     4	Requires mysqlclient: https://pypi.org/project/mysqlclient/
     5	"""
     6	import re
     7	
     8	from django.core.exceptions import ImproperlyConfigured
     9	from django.db import utils
    10	from django.db.backends import utils as backend_utils
    11	from django.db.backends.base.base import BaseDatabaseWrapper
    12	from django.utils.functional import cached_property
    13	
    14	try:
    15	    import MySQLdb as Database
    16	except ImportError as err:
    17	    raise ImproperlyConfigured(
    18	        'Error loading MySQLdb module.\n'
    19	        'Did you install mysqlclient?'
    20	    ) from err
    21	
    22	from MySQLdb.constants import CLIENT, FIELD_TYPE                # isort:skip
    23	from MySQLdb.converters import conversions                      # isort:skip
    24	
    25	# Some of these import MySQLdb, so import them after checking if it's installed.
    26	from .client import DatabaseClient                          # isort:skip
    27	from .creation import DatabaseCreation                      # isort:skip
    28	from .features import DatabaseFeatures                      # isort:skip
    29	from .introspection import DatabaseIntrospection            # isort:skip
    30	from .operations import DatabaseOperations                  # isort:skip
    31	from .schema import DatabaseSchemaEditor                    # isort:skip
    32	from .validation import DatabaseValidation                  # isort:skip
    33	
    34	version = Database.version_info
    35	if version < (1, 3, 13):
    36	    raise ImproperlyConfigured('mysqlclient 1.3.13 or newer is required; you have %s.' % Database.__version__)
    37	
    38	
    39	# MySQLdb returns TIME columns as timedelta -- they are more like timedelta in
    40	# terms of actual behavior as they are signed and include days -- and Django
    41	# expects time.
    42	django_conversions = {
    43	    **conversions,
    44	    **{FIELD_TYPE.TIME: backend_utils.typecast_time},
    45	}
    46	
    47	# This should match the numerical portion of the version numbers (we can treat
    48	# versions like 5.0.24 and 5.0.24a as the same).
    49	server_version_re = re.compile(r'(\d{1,2})\.(\d{1,2})\.(\d{1,2})')
    50	
    51	
    52	class CursorWrapper:
    53	    """
    54	    A thin wrapper around MySQLdb's normal cursor class that catches particular
    55	    exception instances and reraises them with the correct types.
    56	
    57	    Implemented as a wrapper, rather than a subclass, so that it isn't stuck
    58	    to the particular underlying representation returned by Connection.cursor().
    59	    """
    60	    codes_for_integrityerror = (
    61	        1048,  # Column cannot be null
    62	        1690,  # BIGINT UNSIGNED value is out of range
    63	    )
    64	
    65	    def __init__(self, cursor):
    66	        self.cursor = cursor
    67	
    68	    def execute(self, query, args=None):
    69	        try:
    70	            # args is None means no string interpolation
    71	            return self.cursor.execute(query, args)
    72	        except Database.OperationalError as e:
    73	            # Map some error codes to IntegrityError, since they seem to be
    74	            # misclassified and Django would prefer the more logical place.
    75	            if e.args[0] in self.codes_for_integrityerror:
    76	                raise utils.IntegrityError(*tuple(e.args))
    77	            raise
    78	
    79	    def executemany(self, query, args):
    80	        try:
    81	            return self.cursor.executemany(query, args)
    82	        except Database.OperationalError as e:
    83	            # Map some error codes to IntegrityError, since they seem to be
    84	            # misclassified and Django would prefer the more logical place.
    85	            if e.args[0] in self.codes_for_integrityerror:
    86	                raise utils.IntegrityError(*tuple(e.args))
    87	            raise
    88	
    89	    def __getattr__(self, attr):
    90	        return getattr(self.cursor, attr)
    91	
    92	    def __iter__(self):
    93	        return iter(self.cursor)
    94	
    95	
    96	class DatabaseWrapper(BaseDatabaseWrapper):
    97	    vendor = 'mysql'
    98	    display_name = 'MySQL'
    99	    # This dictionary maps Field objects to their associated MySQL column
   100	    # types, as strings. Column-type strings can contain format strings; they'll
   101	    # be interpolated against the values of Field.__dict__ before being output.
   102	    # If a column type is set to None, it won't be included in the output.
   103	    data_types = {
   104	        'AutoField': 'integer AUTO_INCREMENT',
   105	        'BigAutoField': 'bigint AUTO_INCREMENT',
   106	        'BinaryField': 'longblob',
   107	        'BooleanField': 'bool',
   108	        'CharField': 'varchar(%(max_length)s)',
   109	        'DateField': 'date',
   110	        'DateTimeField': 'datetime(6)',
   111	        'DecimalField': 'numeric(%(max_digits)s, %(decimal_places)s)',
   112	        'DurationField': 'bigint',
   113	        'FileField': 'varchar(%(max_length)s)',
   114	        'FilePathField': 'varchar(%(max_length)s)',
   115	        'FloatField': 'double precision',
   116	        'IntegerField': 'integer',
   117	        'BigIntegerField': 'bigint',
   118	        'IPAddressField': 'char(15)',
   119	        'GenericIPAddressField': 'char(39)',
   120	        'NullBooleanField': 'bool',
   121	        'OneToOneField': 'integer',
   122	        'PositiveIntegerField': 'integer UNSIGNED',
   123	        'PositiveSmallIntegerField': 'smallint UNSIGNED',
   124	        'SlugField': 'varchar(%(max_length)s)',
   125	        'SmallIntegerField': 'smallint',
   126	        'TextField': 'longtext',
   127	        'TimeField': 'time(6)',
   128	        'UUIDField': 'char(32)',
   129	    }
   130	
   131	    # For these columns, MySQL doesn't:
   132	    # - accept default values and implicitly treats these columns as nullable
   133	    # - support a database index
   134	    _limited_data_types = (
   135	        'tinyblob', 'blob', 'mediumblob', 'longblob', 'tinytext', 'text',
   136	        'mediumtext', 'longtext', 'json',
   137	    )
   138	
   139	    operators = {
   140	        'exact': '= %s',
   141	        'iexact': 'LIKE %s',
   142	        'contains': 'LIKE BINARY %s',
   143	        'icontains': 'LIKE %s',
   144	        'gt': '> %s',
   145	        'gte': '>= %s',
   146	        'lt': '< %s',
   147	        'lte': '<= %s',
   148	        'startswith': 'LIKE BINARY %s',
   149	        'endswith': 'LIKE BINARY %s',
   150	        'istartswith': 'LIKE %s',
   151	        'iendswith': 'LIKE %s',
   152	    }
   153	
   154	    # The patterns below are used to generate SQL pattern lookup clauses when
   155	    # the right-hand side of the lookup isn't a raw string (it might be an expression
   156	    # or the result of a bilateral transformation).
   157	    # In those cases, special characters for LIKE operators (e.g. \, *, _) should be
   158	    # escaped on database side.
   159	    #
   160	    # Note: we use str.format() here for readability as '%' is used as a wildcard for
   161	    # the LIKE operator.
   162	    pattern_esc = r"REPLACE(REPLACE(REPLACE({}, '\\', '\\\\'), '%%', '\%%'), '_', '\_')"
   163	    pattern_ops = {
   164	        'contains': "LIKE BINARY CONCAT('%%', {}, '%%')",
   165	        'icontains': "LIKE CONCAT('%%', {}, '%%')",
   166	        'startswith': "LIKE BINARY CONCAT({}, '%%')",
   167	        'istartswith': "LIKE CONCAT({}, '%%')",
   168	        'endswith': "LIKE BINARY CONCAT('%%', {})",
   169	        'iendswith': "LIKE CONCAT('%%', {})",
   170	    }
   171	
   172	    isolation_levels = {
   173	        'read uncommitted',
   174	        'read committed',
   175	        'repeatable read',
   176	        'serializable',
   177	    }
   178	
   179	    Database = Database
   180	    SchemaEditorClass = DatabaseSchemaEditor
   181	    # Classes instantiated in __init__().
   182	    client_class = DatabaseClient
   183	    creation_class = DatabaseCreation
   184	    features_class = DatabaseFeatures
   185	    introspection_class = DatabaseIntrospection
   186	    ops_class = DatabaseOperations
   187	    validation_class = DatabaseValidation
   188	
   189	    def get_connection_params(self):
   190	        kwargs = {
   191	            'conv': django_conversions,
   192	            'charset': 'utf8',
   193	        }
   194	        settings_dict = self.settings_dict
   195	        if settings_dict['USER']:
   196	            kwargs['user'] = settings_dict['USER']
   197	        if settings_dict['NAME']:
   198	            kwargs['db'] = settings_dict['NAME']
   199	        if settings_dict['PASSWORD']:
   200	            kwargs['passwd'] = settings_dict['PASSWORD']
   201	        if settings_dict['HOST'].startswith('/'):
   202	            kwargs['unix_socket'] = settings_dict['HOST']
   203	        elif settings_dict['HOST']:
   204	            kwargs['host'] = settings_dict['HOST']
   205	        if settings_dict['PORT']:
   206	            kwargs['port'] = int(settings_dict['PORT'])
   207	        # We need the number of potentially affected rows after an
   208	        # "UPDATE", not the number of changed rows.
   209	        kwargs['client_flag'] = CLIENT.FOUND_ROWS
   210	        # Validate the transaction isolation level, if specified.
   211	        options = settings_dict['OPTIONS'].copy()
   212	        isolation_level = options.pop('isolation_level', 'read committed')
   213	        if isolation_level:
   214	            isolation_level = isolation_level.lower()
   215	            if isolation_level not in self.isolation_levels:
   216	                raise ImproperlyConfigured(
   217	                    "Invalid transaction isolation level '%s' specified.\n"
   218	                    "Use one of %s, or None." % (
   219	                        isolation_level,
   220	                        ', '.join("'%s'" % s for s in sorted(self.isolation_levels))
   221	                    ))
   222	        self.isolation_level = isolation_level
   223	        kwargs.update(options)
   224	        return kwargs
   225	
   226	    def get_new_connection(self, conn_params):
   227	        return Database.connect(**conn_params)
   228	
   229	    def init_connection_state(self):
   230	        assignments = []
   231	        if self.features.is_sql_auto_is_null_enabled:
