I'll help you implement the necessary changes to fix the issue with evaluating powers of `TensorProduct`. Let's start by exploring the repository structure and understanding the problem.

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "*.py" | grep -E "(tensor|quantum)" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/sympy/combinatorics/tests/test_tensor_can.py
/testbed/sympy/combinatorics/tensor_can.py
/testbed/sympy/functions/special/tensor_functions.py
/testbed/sympy/functions/special/tests/test_tensor_functions.py
/testbed/sympy/tensor/tensor.py
/testbed/sympy/tensor/__init__.py
/testbed/sympy/tensor/tests/__init__.py
/testbed/sympy/tensor/tests/test_index_methods.py
/testbed/sympy/tensor/tests/test_functions.py
/testbed/sympy/tensor/tests/test_tensor.py
/testbed/sympy/tensor/tests/test_indexed.py
/testbed/sympy/tensor/array/sparse_ndim_array.py
/testbed/sympy/tensor/array/__init__.py
/testbed/sympy/tensor/array/tests/__init__.py
/testbed/sympy/tensor/array/tests/test_arrayop.py
/testbed/sympy/tensor/array/tests/test_immutable_ndim_array.py
/testbed/sympy/tensor/array/tests/test_ndim_array_conversions.py
/testbed/sympy/tensor/array/tests/test_mutable_ndim_array.py
/testbed/sympy/tensor/array/arrayop.py
/testbed/sympy/tensor/array/mutable_ndim_array.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -path "*/physics/quantum*" -name "*.py" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/sympy/physics/quantum/shor.py
/testbed/sympy/physics/quantum/anticommutator.py
/testbed/sympy/physics/quantum/cartesian.py
/testbed/sympy/physics/quantum/qexpr.py
/testbed/sympy/physics/quantum/grover.py
/testbed/sympy/physics/quantum/qubit.py
/testbed/sympy/physics/quantum/identitysearch.py
/testbed/sympy/physics/quantum/__init__.py
/testbed/sympy/physics/quantum/spin.py
/testbed/sympy/physics/quantum/represent.py
/testbed/sympy/physics/quantum/matrixcache.py
/testbed/sympy/physics/quantum/tests/test_circuitutils.py
/testbed/sympy/physics/quantum/tests/test_pauli.py
/testbed/sympy/physics/quantum/tests/test_sho1d.py
/testbed/sympy/physics/quantum/tests/test_qft.py
/testbed/sympy/physics/quantum/tests/test_represent.py
/testbed/sympy/physics/quantum/tests/test_grover.py
/testbed/sympy/physics/quantum/tests/test_hilbert.py
/testbed/sympy/physics/quantum/tests/test_innerproduct.py
/testbed/sympy/physics/quantum/tests/__init__.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -path "*/physics/quantum*" -name "*.py" | grep -E "(tensor|product)" | head -10</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/sympy/physics/quantum/tests/test_innerproduct.py
/testbed/sympy/physics/quantum/tests/test_tensorproduct.py
/testbed/sympy/physics/quantum/tensorproduct.py
/testbed/sympy/physics/quantum/innerproduct.py</function_results>

Great! Let's look at the TensorProduct implementation:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/sympy/physics/quantum</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here're the files and directories up to 2 levels deep in /testbed/sympy/physics/quantum, excluding hidden items and node_modules:
982K	/testbed/sympy/physics/quantum
30K	/testbed/sympy/physics/quantum/tests/test_printing.py
4.5K	/testbed/sympy/physics/quantum/tests/test_qapply.py
3.5K	/testbed/sympy/physics/quantum/tests/test_qasm.py
1.5K	/testbed/sympy/physics/quantum/tests/test_qexpr.py
2.0K	/testbed/sympy/physics/quantum/tests/test_qft.py
8.0K	/testbed/sympy/physics/quantum/tests/test_qubit.py
5.5K	/testbed/sympy/physics/quantum/tests/test_represent.py
5.0K	/testbed/sympy/physics/quantum/tests/test_sho1d.py
1.0K	/testbed/sympy/physics/quantum/tests/test_shor.py
313K	/testbed/sympy/physics/quantum/tests/test_spin.py
6.0K	/testbed/sympy/physics/quantum/tests/test_state.py
4.0K	/testbed/sympy/physics/quantum/tests/test_tensorproduct.py
</function_results>

Let's first look at the TensorProduct implementation:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/sympy/physics/quantum/tensorproduct.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/sympy/physics/quantum/tensorproduct.py with line numbers:
     1	"""Abstract tensor product."""
     2	
     3	from __future__ import print_function, division
     4	
     5	from sympy import Expr, Add, Mul, Matrix, Pow, sympify
     6	from sympy.core.compatibility import range
     7	from sympy.core.trace import Tr
     8	from sympy.printing.pretty.stringpict import prettyForm
     9	
    10	from sympy.physics.quantum.qexpr import QuantumError
    11	from sympy.physics.quantum.dagger import Dagger
    12	from sympy.physics.quantum.commutator import Commutator
    13	from sympy.physics.quantum.anticommutator import AntiCommutator
    14	from sympy.physics.quantum.state import Ket, Bra
    15	from sympy.physics.quantum.matrixutils import (
    16	    numpy_ndarray,
    17	    scipy_sparse_matrix,
    18	    matrix_tensor_product
    19	)
    20	
    21	__all__ = [
    22	    'TensorProduct',
    23	    'tensor_product_simp'
    24	]
    25	
    26	#-----------------------------------------------------------------------------
    27	# Tensor product
    28	#-----------------------------------------------------------------------------
    29	
    30	_combined_printing = False
    31	
    32	
    33	def combined_tensor_printing(combined):
    34	    """Set flag controlling whether tensor products of states should be
    35	    printed as a combined bra/ket or as an explicit tensor product of different
    36	    bra/kets. This is a global setting for all TensorProduct class instances.
    37	
    38	    Parameters
    39	    ----------
    40	    combine : bool
    41	        When true, tensor product states are combined into one ket/bra, and
    42	        when false explicit tensor product notation is used between each
    43	        ket/bra.
    44	    """
    45	    global _combined_printing
    46	    _combined_printing = combined
    47	
    48	
    49	class TensorProduct(Expr):
    50	    """The tensor product of two or more arguments.
    51	
    52	    For matrices, this uses ``matrix_tensor_product`` to compute the Kronecker
    53	    or tensor product matrix. For other objects a symbolic ``TensorProduct``
    54	    instance is returned. The tensor product is a non-commutative
    55	    multiplication that is used primarily with operators and states in quantum
    56	    mechanics.
    57	
    58	    Currently, the tensor product distinguishes between commutative and non-
    59	    commutative arguments.  Commutative arguments are assumed to be scalars and
    60	    are pulled out in front of the ``TensorProduct``. Non-commutative arguments
    61	    remain in the resulting ``TensorProduct``.
    62	
    63	    Parameters
    64	    ==========
    65	
    66	    args : tuple
    67	        A sequence of the objects to take the tensor product of.
    68	
    69	    Examples
    70	    ========
    71	
    72	    Start with a simple tensor product of sympy matrices::
    73	
    74	        >>> from sympy import I, Matrix, symbols
    75	        >>> from sympy.physics.quantum import TensorProduct
    76	
    77	        >>> m1 = Matrix([[1,2],[3,4]])
    78	        >>> m2 = Matrix([[1,0],[0,1]])
    79	        >>> TensorProduct(m1, m2)
    80	        Matrix([
    81	        [1, 0, 2, 0],
    82	        [0, 1, 0, 2],
    83	        [3, 0, 4, 0],
    84	        [0, 3, 0, 4]])
    85	        >>> TensorProduct(m2, m1)
    86	        Matrix([
    87	        [1, 2, 0, 0],
    88	        [3, 4, 0, 0],
    89	        [0, 0, 1, 2],
    90	        [0, 0, 3, 4]])
    91	
    92	    We can also construct tensor products of non-commutative symbols:
    93	
    94	        >>> from sympy import Symbol
    95	        >>> A = Symbol('A',commutative=False)
    96	        >>> B = Symbol('B',commutative=False)
    97	        >>> tp = TensorProduct(A, B)
    98	        >>> tp
    99	        AxB
   100	
   101	    We can take the dagger of a tensor product (note the order does NOT reverse
   102	    like the dagger of a normal product):
   103	
   104	        >>> from sympy.physics.quantum import Dagger
   105	        >>> Dagger(tp)
   106	        Dagger(A)xDagger(B)
   107	
   108	    Expand can be used to distribute a tensor product across addition:
   109	
   110	        >>> C = Symbol('C',commutative=False)
   111	        >>> tp = TensorProduct(A+B,C)
   112	        >>> tp
   113	        (A + B)xC
   114	        >>> tp.expand(tensorproduct=True)
   115	        AxC + BxC
   116	    """
   117	    is_commutative = False
   118	
   119	    def __new__(cls, *args):
   120	        if isinstance(args[0], (Matrix, numpy_ndarray, scipy_sparse_matrix)):
   121	            return matrix_tensor_product(*args)
   122	        c_part, new_args = cls.flatten(sympify(args))
   123	        c_part = Mul(*c_part)
   124	        if len(new_args) == 0:
   125	            return c_part
   126	        elif len(new_args) == 1:
   127	            return c_part * new_args[0]
   128	        else:
   129	            tp = Expr.__new__(cls, *new_args)
   130	            return c_part * tp
   131	
   132	    @classmethod
   133	    def flatten(cls, args):
   134	        # TODO: disallow nested TensorProducts.
   135	        c_part = []
   136	        nc_parts = []
   137	        for arg in args:
   138	            cp, ncp = arg.args_cnc()
   139	            c_part.extend(list(cp))
   140	            nc_parts.append(Mul._from_args(ncp))
   141	        return c_part, nc_parts
   142	
   143	    def _eval_adjoint(self):
   144	        return TensorProduct(*[Dagger(i) for i in self.args])
   145	
   146	    def _eval_rewrite(self, pattern, rule, **hints):
   147	        sargs = self.args
   148	        terms = [t._eval_rewrite(pattern, rule, **hints) for t in sargs]
   149	        return TensorProduct(*terms).expand(tensorproduct=True)
   150	
   151	    def _sympystr(self, printer, *args):
   152	        from sympy.printing.str import sstr
   153	        length = len(self.args)
   154	        s = ''
   155	        for i in range(length):
   156	            if isinstance(self.args[i], (Add, Pow, Mul)):
   157	                s = s + '('
   158	            s = s + sstr(self.args[i])
   159	            if isinstance(self.args[i], (Add, Pow, Mul)):
   160	                s = s + ')'
   161	            if i != length - 1:
   162	                s = s + 'x'
   163	        return s
   164	
   165	    def _pretty(self, printer, *args):
   166	
   167	        if (_combined_printing and
   168	                (all([isinstance(arg, Ket) for arg in self.args]) or
   169	                 all([isinstance(arg, Bra) for arg in self.args]))):
   170	
   171	            length = len(self.args)
   172	            pform = printer._print('', *args)
   173	            for i in range(length):
   174	                next_pform = printer._print('', *args)
   175	                length_i = len(self.args[i].args)
   176	                for j in range(length_i):
   177	                    part_pform = printer._print(self.args[i].args[j], *args)
   178	                    next_pform = prettyForm(*next_pform.right(part_pform))
   179	                    if j != length_i - 1:
   180	                        next_pform = prettyForm(*next_pform.right(', '))
   181	
   182	                if len(self.args[i].args) > 1:
   183	                    next_pform = prettyForm(
   184	                        *next_pform.parens(left='{', right='}'))
   185	                pform = prettyForm(*pform.right(next_pform))
   186	                if i != length - 1:
   187	                    pform = prettyForm(*pform.right(',' + ' '))
   188	
   189	            pform = prettyForm(*pform.left(self.args[0].lbracket))
   190	            pform = prettyForm(*pform.right(self.args[0].rbracket))
   191	            return pform
   192	
   193	        length = len(self.args)
   194	        pform = printer._print('', *args)
   195	        for i in range(length):
   196	            next_pform = printer._print(self.args[i], *args)
   197	            if isinstance(self.args[i], (Add, Mul)):
   198	                next_pform = prettyForm(
   199	                    *next_pform.parens(left='(', right=')')
   200	                )
   201	            pform = prettyForm(*pform.right(next_pform))
   202	            if i != length - 1:
   203	                if printer._use_unicode:
   204	                    pform = prettyForm(*pform.right(u'\N{N-ARY CIRCLED TIMES OPERATOR}' + u' '))
   205	                else:
   206	                    pform = prettyForm(*pform.right('x' + ' '))
   207	        return pform
   208	
   209	    def _latex(self, printer, *args):
   210	
   211	        if (_combined_printing and
   212	                (all([isinstance(arg, Ket) for arg in self.args]) or
   213	                 all([isinstance(arg, Bra) for arg in self.args]))):
   214	
   215	            def _label_wrap(label, nlabels):
   216	                return label if nlabels == 1 else r"\left\{%s\right\}" % label
   217	
   218	            s = r", ".join([_label_wrap(arg._print_label_latex(printer, *args),
   219	                                        len(arg.args)) for arg in self.args])
   220	
   221	            return r"{%s%s%s}" % (self.args[0].lbracket_latex, s,
   222	                                  self.args[0].rbracket_latex)
   223	
   224	        length = len(self.args)
   225	        s = ''
   226	        for i in range(length):
   227	            if isinstance(self.args[i], (Add, Mul)):
   228	                s = s + '\\left('
   229	            # The extra {} brackets are needed to get matplotlib's latex
   230	            # rendered to render this properly.
   231	            s = s + '{' + printer._print(self.args[i], *args) + '}'
   232	            if isinstance(self.args[i], (Add, Mul)):
   233	                s = s + '\\right)'
   234	            if i != length - 1:
   235	                s = s + '\\otimes '
   236	        return s
   237	
   238	    def doit(self, **hints):
   239	        return TensorProduct(*[item.doit(**hints) for item in self.args])
   240	
   241	    def _eval_expand_tensorproduct(self, **hints):
   242	        """Distribute TensorProducts across addition."""
   243	        args = self.args
   244	        add_args = []
   245	        stop = False
   246	        for i in range(len(args)):
   247	            if isinstance(args[i], Add):
   248	                for aa in args[i].args:
   249	                    tp = TensorProduct(*args[:i] + (aa,) + args[i + 1:])
   250	                    if isinstance(tp, TensorProduct):
   251	                        tp = tp._eval_expand_tensorproduct()
   252	                    add_args.append(tp)
   253	                break
   254	
   255	        if add_args:
   256	            return Add(*add_args)
   257	        else:
   258	            return self
   259	
   260	    def _eval_trace(self, **kwargs):
   261	        indices = kwargs.get('indices', None)
   262	        exp = tensor_product_simp(self)
   263	
   264	        if indices is None or len(indices) == 0:
   265	            return Mul(*[Tr(arg).doit() for arg in exp.args])
   266	        else:
   267	            return Mul(*[Tr(value).doit() if idx in indices else value
   268	                         for idx, value in enumerate(exp.args)])
   269	
   270	
   271	def tensor_product_simp_Mul(e):
   272	    """Simplify a Mul with TensorProducts.
   273	
   274	    Current the main use of this is to simplify a ``Mul`` of ``TensorProduct``s
   275	    to a ``TensorProduct`` of ``Muls``. It currently only works for relatively
   276	    simple cases where the initial ``Mul`` only has scalars and raw
   277	    ``TensorProduct``s, not ``Add``, ``Pow``, ``Commutator``s of
   278	    ``TensorProduct``s.
   279	
   280	    Parameters
   281	    ==========
   282	
   283	    e : Expr
   284	        A ``Mul`` of ``TensorProduct``s to be simplified.
   285	
   286	    Returns
   287	    =======
   288	
   289	    e : Expr
   290	        A ``TensorProduct`` of ``Mul``s.
   291	
   292	    Examples
   293	    ========
   294	
   295	    This is an example of the type of simplification that this function
   296	    performs::
   297	
   298	        >>> from sympy.physics.quantum.tensorproduct import \
   299	                    tensor_product_simp_Mul, TensorProduct
   300	        >>> from sympy import Symbol
   301	        >>> A = Symbol('A',commutative=False)
   302	        >>> B = Symbol('B',commutative=False)
   303	        >>> C = Symbol('C',commutative=False)
   304	        >>> D = Symbol('D',commutative=False)
   305	        >>> e = TensorProduct(A,B)*TensorProduct(C,D)
   306	        >>> e
   307	        AxB*CxD
   308	        >>> tensor_product_simp_Mul(e)
   309	        (A*C)x(B*D)
   310	
   311	    """
   312	    # TODO: This won't work with Muls that have other composites of
   313	    # TensorProducts, like an Add, Pow, Commutator, etc.
   314	    # TODO: This only works for the equivalent of single Qbit gates.
   315	    if not isinstance(e, Mul):
   316	        return e
   317	    c_part, nc_part = e.args_cnc()
   318	    n_nc = len(nc_part)
   319	    if n_nc == 0 or n_nc == 1:
   320	        return e
   321	    elif e.has(TensorProduct):
   322	        current = nc_part[0]
   323	        if not isinstance(current, TensorProduct):
   324	            raise TypeError('TensorProduct expected, got: %r' % current)
   325	        n_terms = len(current.args)
   326	        new_args = list(current.args)
   327	        for next in nc_part[1:]:
   328	            # TODO: check the hilbert spaces of next and current here.
   329	            if isinstance(next, TensorProduct):
   330	                if n_terms != len(next.args):
   331	                    raise QuantumError(
   332	                        'TensorProducts of different lengths: %r and %r' %
   333	                        (current, next)
   334	                    )
   335	                for i in range(len(new_args)):
   336	                    new_args[i] = new_args[i] * next.args[i]
   337	            else:
   338	                # this won't quite work as we don't want next in the
   339	                # TensorProduct
   340	                for i in range(len(new_args)):
   341	                    new_args[i] = new_args[i] * next
   342	            current = next
   343	        return Mul(*c_part) * TensorProduct(*new_args)
   344	    else:
   345	        return e
   346	
   347	
   348	def tensor_product_simp(e, **hints):
   349	    """Try to simplify and combine TensorProducts.
   350	
   351	    In general this will try to pull expressions inside of ``TensorProducts``.
   352	    It currently only works for relatively simple cases where the products have
   353	    only scalars, raw ``TensorProducts``, not ``Add``, ``Pow``, ``Commutators``
   354	    of ``TensorProducts``. It is best to see what it does by showing examples.
   355	
   356	    Examples
   357	    ========
   358	
   359	    >>> from sympy.physics.quantum import tensor_product_simp
   360	    >>> from sympy.physics.quantum import TensorProduct
   361	    >>> from sympy import Symbol
   362	    >>> A = Symbol('A',commutative=False)
   363	    >>> B = Symbol('B',commutative=False)
   364	    >>> C = Symbol('C',commutative=False)
   365	    >>> D = Symbol('D',commutative=False)
   366	
   367	    First see what happens to products of tensor products:
   368	
   369	    >>> e = TensorProduct(A,B)*TensorProduct(C,D)
   370	    >>> e
   371	    AxB*CxD
   372	    >>> tensor_product_simp(e)
   373	    (A*C)x(B*D)
   374	
   375	    This is the core logic of this function, and it works inside, powers, sums,
   376	    commutators and anticommutators as well:
   377	
   378	    >>> tensor_product_simp(e**2)
   379	    (A*C)x(B*D)**2
   380	
   381	    """
   382	    if isinstance(e, Add):
   383	        return Add(*[tensor_product_simp(arg) for arg in e.args])
   384	    elif isinstance(e, Pow):
   385	        return tensor_product_simp(e.base) ** e.exp
   386	    elif isinstance(e, Mul):
   387	        return tensor_product_simp_Mul(e)
   388	    elif isinstance(e, Commutator):
   389	        return Commutator(*[tensor_product_simp(arg) for arg in e.args])
   390	    elif isinstance(e, AntiCommutator):
   391	        return AntiCommutator(*[tensor_product_simp(arg) for arg in e.args])
   392	    else:
   393	        return e
   394	</function_results>

Now let's look at the test file to understand the expected behavior:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/sympy/physics/quantum/tests/test_tensorproduct.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/sympy/physics/quantum/tests/test_tensorproduct.py with line numbers:
     1	from sympy import I, symbols, Matrix
     2	
     3	from sympy.physics.quantum.commutator import Commutator as Comm
     4	from sympy.physics.quantum.tensorproduct import TensorProduct
     5	from sympy.physics.quantum.tensorproduct import TensorProduct as TP
     6	from sympy.physics.quantum.tensorproduct import tensor_product_simp
     7	from sympy.physics.quantum.dagger import Dagger
     8	from sympy.physics.quantum.qubit import Qubit, QubitBra
     9	from sympy.physics.quantum.operator import OuterProduct
    10	from sympy.physics.quantum.density import Density
    11	from sympy.core.trace import Tr
    12	
    13	A, B, C = symbols('A,B,C', commutative=False)
    14	x = symbols('x')
    15	
    16	mat1 = Matrix([[1, 2*I], [1 + I, 3]])
    17	mat2 = Matrix([[2*I, 3], [4*I, 2]])
    18	
    19	
    20	def test_tensor_product_dagger():
    21	    assert Dagger(TensorProduct(I*A, B)) == \
    22	        -I*TensorProduct(Dagger(A), Dagger(B))
    23	    assert Dagger(TensorProduct(mat1, mat2)) == \
    24	        TensorProduct(Dagger(mat1), Dagger(mat2))
    25	
    26	
    27	def test_tensor_product_abstract():
    28	
    29	    assert TP(x*A, 2*B) == x*2*TP(A, B)
    30	    assert TP(A, B) != TP(B, A)
    31	    assert TP(A, B).is_commutative is False
    32	    assert isinstance(TP(A, B), TP)
    33	    assert TP(A, B).subs(A, C) == TP(C, B)
    34	
    35	
    36	def test_tensor_product_expand():
    37	    assert TP(A + B, B + C).expand(tensorproduct=True) == \
    38	        TP(A, B) + TP(A, C) + TP(B, B) + TP(B, C)
    39	
    40	
    41	def test_tensor_product_commutator():
    42	    assert TP(Comm(A, B), C).doit().expand(tensorproduct=True) == \
    43	        TP(A*B, C) - TP(B*A, C)
    44	    assert Comm(TP(A, B), TP(B, C)).doit() == \
    45	        TP(A, B)*TP(B, C) - TP(B, C)*TP(A, B)
    46	
    47	
    48	def test_tensor_product_simp():
    49	    assert tensor_product_simp(TP(A, B)*TP(B, C)) == TP(A*B, B*C)
    50	
    51	
    52	def test_issue_5923():
    53	    # most of the issue regarding sympification of args has been handled
    54	    # and is tested internally by the use of args_cnc through the quantum
    55	    # module, but the following is a test from the issue that used to raise.
    56	    assert TensorProduct(1, Qubit('1')*Qubit('1').dual) == \
    57	        TensorProduct(1, OuterProduct(Qubit(1), QubitBra(1)))
    58	
    59	
    60	def test_eval_trace():
    61	    # This test includes tests with dependencies between TensorProducts
    62	    #and density operators. Since, the test is more to test the behavior of
    63	    #TensorProducts it remains here
    64	
    65	    A, B, C, D, E, F = symbols('A B C D E F', commutative=False)
    66	
    67	    # Density with simple tensor products as args
    68	    t = TensorProduct(A, B)
    69	    d = Density([t, 1.0])
    70	    tr = Tr(d)
    71	    assert tr.doit() == 1.0*Tr(A*Dagger(A))*Tr(B*Dagger(B))
    72	
    73	    ## partial trace with simple tensor products as args
    74	    t = TensorProduct(A, B, C)
    75	    d = Density([t, 1.0])
    76	    tr = Tr(d, [1])
    77	    assert tr.doit() == 1.0*A*Dagger(A)*Tr(B*Dagger(B))*C*Dagger(C)
    78	
    79	    tr = Tr(d, [0, 2])
    80	    assert tr.doit() == 1.0*Tr(A*Dagger(A))*B*Dagger(B)*Tr(C*Dagger(C))
    81	
    82	    # Density with multiple Tensorproducts as states
    83	    t2 = TensorProduct(A, B)
    84	    t3 = TensorProduct(C, D)
    85	
    86	    d = Density([t2, 0.5], [t3, 0.5])
    87	    t = Tr(d)
    88	    assert t.doit() == (0.5*Tr(A*Dagger(A))*Tr(B*Dagger(B)) +
