I'll help you implement the necessary changes to meet the requirements in the problem statement. Let's start by exploring the repository structure to understand the codebase.

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "*.py" | grep -E "(form|field)" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/tests/model_fields/test_filepathfield.py
/testbed/tests/model_fields/test_integerfield.py
/testbed/tests/model_fields/test_binaryfield.py
/testbed/tests/model_fields/test_jsonfield.py
/testbed/tests/model_fields/__init__.py
/testbed/tests/model_fields/test_decimalfield.py
/testbed/tests/model_fields/test_charfield.py
/testbed/tests/model_fields/models.py
/testbed/tests/model_fields/test_slugfield.py
/testbed/tests/model_fields/test_floatfield.py
/testbed/tests/model_fields/test_autofield.py
/testbed/tests/model_fields/test_filefield.py
/testbed/tests/model_fields/test_promises.py
/testbed/tests/model_fields/test_booleanfield.py
/testbed/tests/model_fields/test_manytomanyfield.py
/testbed/tests/model_fields/test_genericipaddressfield.py
/testbed/tests/model_fields/test_textfield.py
/testbed/tests/model_fields/tests.py
/testbed/tests/model_fields/test_foreignkey.py
/testbed/tests/model_fields/test_durationfield.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -path "*/django/forms*" -name "*.py" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/django/forms/fields.py
/testbed/django/forms/__init__.py
/testbed/django/forms/renderers.py
/testbed/django/forms/widgets.py
/testbed/django/forms/models.py
/testbed/django/forms/utils.py
/testbed/django/forms/boundfield.py
/testbed/django/forms/forms.py
/testbed/django/forms/formsets.py</function_results>

Let's look at the main forms module structure:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/forms</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here're the files and directories up to 2 levels deep in /testbed/django/forms, excluding hidden items and node_modules:
262K	/testbed/django/forms
    52	class BaseForm:
    53	    """
    54	    The main implementation of all the Form logic. Note that this class is
    55	    different than Form. See the comments by the Form class for more info. Any
    56	    improvements to the form API should be made to this class, not to the Form
    57	    class.
    58	    """
    59	    default_renderer = None
    60	    field_order = None
    61	    prefix = None
    62	    use_required_attribute = True
    63	
    64	    def __init__(self, data=None, files=None, auto_id='id_%s', prefix=None,
    65	                 initial=None, error_class=ErrorList, label_suffix=None,
    66	                 empty_permitted=False, field_order=None, use_required_attribute=None, renderer=None):
    67	        self.is_bound = data is not None or files is not None
    68	        self.data = MultiValueDict() if data is None else data
    69	        self.files = MultiValueDict() if files is None else files
    70	        self.auto_id = auto_id
    71	        if prefix is not None:
    72	            self.prefix = prefix
    73	        self.initial = initial or {}
    74	        self.error_class = error_class
    75	        # Translators: This is the default suffix added to form field labels
    76	        self.label_suffix = label_suffix if label_suffix is not None else _(':')
    77	        self.empty_permitted = empty_permitted
    78	        self._errors = None  # Stores the errors after clean() has been called.
    79	
    80	        # The base_fields class attribute is the *class-wide* definition of
    81	        # fields. Because a particular *instance* of the class might want to
    82	        # alter self.fields, we create self.fields here by copying base_fields.
    83	        # Instances should always modify self.fields; they should not modify
    84	        # self.base_fields.
    85	        self.fields = copy.deepcopy(self.base_fields)
    86	        self._bound_fields_cache = {}
    87	        self.order_fields(self.field_order if field_order is None else field_order)
    88	
    89	        if use_required_attribute is not None:
    90	            self.use_required_attribute = use_required_attribute
    91	
    92	        if self.empty_permitted and self.use_required_attribute:
    93	            raise ValueError(
    94	                'The empty_permitted and use_required_attribute arguments may '
    95	                'not both be True.'
    96	            )
    97	
    98	        # Initialize form renderer. Use a global default if not specified
    99	        # either as an argument or as self.default_renderer.
   100	        if renderer is None:
   101	            if self.default_renderer is None:
   102	                renderer = get_default_renderer()
   103	            else:
   104	                renderer = self.default_renderer
   105	                if isinstance(self.default_renderer, type):
   106	                    renderer = renderer()
   107	        self.renderer = renderer
   108	
   109	    def order_fields(self, field_order):
   110	        """
   111	        Rearrange the fields according to field_order.
   112	
   113	        field_order is a list of field names specifying the order. Append fields
   114	        not included in the list in the default order for backward compatibility
   115	        with subclasses not overriding field_order. If field_order is None,
   116	        keep all fields in the order defined in the class. Ignore unknown
   117	        fields in field_order to allow disabling fields in form subclasses
   118	        without redefining ordering.
   119	        """
   120	        if field_order is None:
   121	            return
   122	        fields = {}
   123	        for key in field_order:
   124	            try:
   125	                fields[key] = self.fields.pop(key)
   126	            except KeyError:  # ignore unknown fields
   127	                pass
   128	        fields.update(self.fields)  # add remaining fields in original order
   129	        self.fields = fields
   130	
   131	    def __str__(self):
   132	        return self.as_table()
   133	
   134	    def __repr__(self):
   135	        if self._errors is None:
   136	            is_valid = "Unknown"
   137	        else:
   138	            is_valid = self.is_bound and not self._errors
   139	        return '<%(cls)s bound=%(bound)s, valid=%(valid)s, fields=(%(fields)s)>' % {
   140	            'cls': self.__class__.__name__,
   141	            'bound': self.is_bound,
   142	            'valid': is_valid,
   143	            'fields': ';'.join(self.fields),
   144	        }
   145	
   146	    def __iter__(self):
   147	        for name in self.fields:
   148	            yield self[name]
   149	
   150	    def __getitem__(self, name):
   151	        """Return a BoundField with the given name."""
   152	        try:
   153	            return self._bound_fields_cache[name]
   154	        except KeyError:
   155	            pass
   156	        try:
   157	            field = self.fields[name]
   158	        except KeyError:
   159	            raise KeyError(
   160	                "Key '%s' not found in '%s'. Choices are: %s." % (
   161	                    name,
   162	                    self.__class__.__name__,
   163	                    ', '.join(sorted(self.fields)),
   164	                )
   165	            )
   166	        bound_field = field.get_bound_field(self, name)
   167	        self._bound_fields_cache[name] = bound_field
   168	        return bound_field
   169	
   170	    @property
   171	    def errors(self):
   172	        """Return an ErrorDict for the data provided for the form."""
   173	        if self._errors is None:
   174	            self.full_clean()
   175	        return self._errors
   176	
   177	    def is_valid(self):
   178	        """Return True if the form has no errors, or False otherwise."""
   179	        return self.is_bound and not self.errors
   180	
   181	    def add_prefix(self, field_name):
   182	        """
   183	        Return the field name with a prefix appended, if this Form has a
   184	        prefix set.
   185	
   186	        Subclasses may wish to override.
   187	        """
   188	        return '%s-%s' % (self.prefix, field_name) if self.prefix else field_name
   189	
   190	    def add_initial_prefix(self, field_name):
   191	        """Add an 'initial' prefix for checking dynamic initial values."""
   192	        return 'initial-%s' % self.add_prefix(field_name)
   193	
   194	    def _widget_data_value(self, widget, html_name):
   195	        # value_from_datadict() gets the data from the data dictionaries.
   196	        # Each widget type knows how to retrieve its own data, because some
   197	        # widgets split data over several HTML fields.
   198	        return widget.value_from_datadict(self.data, self.files, html_name)
   199	
   200	    def _field_data_value(self, field, html_name):
   201	        return self._widget_data_value(field.widget, html_name)
   202	
   203	    def _html_output(self, normal_row, error_row, row_ender, help_text_html, errors_on_separate_row):
   204	        "Output HTML. Used by as_table(), as_ul(), as_p()."
   205	        # Errors that should be displayed above all fields.
   206	        top_errors = self.non_field_errors().copy()
   207	        output, hidden_fields = [], []
   208	
   209	        for name, field in self.fields.items():
   210	            html_class_attr = ''
   211	            bf = self[name]
	< truncated lines 212-296 >
   297	            help_text_html=' <span class="helptext">%s</span>',
   298	            errors_on_separate_row=False,
   299	        )
   300	
   301	    def as_p(self):
   302	        "Return this form rendered as HTML <p>s."
   303	        return self._html_output(
   304	            normal_row='<p%(html_class_attr)s>%(label)s %(field)s%(help_text)s</p>',
   305	            error_row='%s',
   306	            row_ender='</p>',
   307	            help_text_html=' <span class="helptext">%s</span>',
   308	            errors_on_separate_row=True,
   309	        )
   310	
   311	    def non_field_errors(self):
   312	        """
   313	        Return an ErrorList of errors that aren't associated with a particular
   314	        field -- i.e., from Form.clean(). Return an empty ErrorList if there
   315	        are none.
   316	        """
   317	        return self.errors.get(NON_FIELD_ERRORS, self.error_class(error_class='nonfield'))
   318	
   319	    def add_error(self, field, error):
   320	        """
   321	        Update the content of `self._errors`.
   322	
   323	        The `field` argument is the name of the field to which the errors
   324	        should be added. If it's None, treat the errors as NON_FIELD_ERRORS.
   325	
   326	        The `error` argument can be a single error, a list of errors, or a
   327	        dictionary that maps field names to lists of errors. An "error" can be
   328	        either a simple string or an instance of ValidationError with its
   329	        message attribute set and a "list or dictionary" can be an actual
   330	        `list` or `dict` or an instance of ValidationError with its
   331	        `error_list` or `error_dict` attribute set.
   332	
   333	        If `error` is a dictionary, the `field` argument *must* be None and
   334	        errors will be added to the fields that correspond to the keys of the
   335	        dictionary.
   336	        """
   337	        if not isinstance(error, ValidationError):
   338	            # Normalize to ValidationError and let its constructor
   339	            # do the hard work of making sense of the input.
   340	            error = ValidationError(error)
   341	
   342	        if hasattr(error, 'error_dict'):
   343	            if field is not None:
   344	                raise TypeError(
   345	                    "The argument `field` must be `None` when the `error` "
   346	                    "argument contains errors for multiple fields."
   347	                )
   348	            else:
   349	                error = error.error_dict
   350	        else:
   351	            error = {field or NON_FIELD_ERRORS: error.error_list}
   352	
   353	        for field, error_list in error.items():
   354	            if field not in self.errors:
   355	                if field != NON_FIELD_ERRORS and field not in self.fields:
   356	                    raise ValueError(
   357	                        "'%s' has no field named '%s'." % (self.__class__.__name__, field))
   358	                if field == NON_FIELD_ERRORS:
   359	                    self._errors[field] = self.error_class(error_class='nonfield')
   360	                else:
   361	                    self._errors[field] = self.error_class()
   362	            self._errors[field].extend(error_list)
   363	            if field in self.cleaned_data:
   364	                del self.cleaned_data[field]
   365	
   366	    def has_error(self, field, code=None):
   367	        return field in self.errors and (
   368	            code is None or
   369	            any(error.code == code for error in self.errors.as_data()[field])
   370	        )
   371	
   372	    def full_clean(self):
   373	        """
   374	        Clean all of self.data and populate self._errors and self.cleaned_data.
   375	        """
   376	        self._errors = ErrorDict()
   377	        if not self.is_bound:  # Stop further processing.
   378	            return
   379	        self.cleaned_data = {}
   380	        # If the form is permitted to be empty, and none of the form data has
   381	        # changed from the initial data, short circuit any validation.
   382	        if self.empty_permitted and not self.has_changed():
   383	            return
   384	
   385	        self._clean_fields()
   386	        self._clean_form()
   387	        self._post_clean()
   388	
   389	    def _clean_fields(self):
   390	        for name, field in self.fields.items():
   391	            if field.disabled:
   392	                value = self.get_initial_for_field(field, name)
   393	            else:
   394	                value = self._field_data_value(field, self.add_prefix(name))
   395	            try:
   396	                if isinstance(field, FileField):
   397	                    initial = self.get_initial_for_field(field, name)
   398	                    value = field.clean(value, initial)
   399	                else:
   400	                    value = field.clean(value)
   401	                self.cleaned_data[name] = value
   402	                if hasattr(self, 'clean_%s' % name):
   403	                    value = getattr(self, 'clean_%s' % name)()
   404	                    self.cleaned_data[name] = value
   405	            except ValidationError as e:
   406	                self.add_error(name, e)
   407	
   408	    def _clean_form(self):
   409	        try:
   410	            cleaned_data = self.clean()
   411	        except ValidationError as e:
   412	            self.add_error(None, e)
   413	        else:
   414	            if cleaned_data is not None:
   415	                self.cleaned_data = cleaned_data
   416	
   417	    def _post_clean(self):
   418	        """
   419	        An internal hook for performing additional cleaning after form cleaning
   420	        is complete. Used for model validation in model forms.
   421	        """
   422	        pass
   423	
   424	    def clean(self):
   425	        """
   426	        Hook for doing any extra form-wide cleaning after Field.clean() has been
   427	        called on every field. Any ValidationError raised by this method will
   428	        not be associated with a particular field; it will have a special-case
   429	        association with the field named '__all__'.
   430	        """
   431	        return self.cleaned_data
   432	
   433	    def has_changed(self):
   434	        """Return True if data differs from initial."""
   435	        return bool(self.changed_data)
   436	
   437	    @cached_property
   438	    def changed_data(self):
   439	        data = []
   440	        for name, field in self.fields.items():
   441	            data_value = self._field_data_value(field, self.add_prefix(name))
   442	            if not field.show_hidden_initial:
   443	                # Use the BoundField's initial as this is the value passed to
   444	                # the widget.
   445	                initial_value = self[name].initial
   446	            else:
   447	                initial_prefixed_name = self.add_initial_prefix(name)
   448	                hidden_widget = field.hidden_widget()
   449	                try:
   450	                    initial_value = field.to_python(
   451	                        self._widget_data_value(hidden_widget, initial_prefixed_name)
   452	                    )
   453	                except ValidationError:
   454	                    # Always assume data has changed if validation fails.
   455	                    data.append(name)
   456	                    continue
   457	            if field.has_changed(initial_value, data_value):
   458	                data.append(name)
   459	        return data
   460	
   461	    @property
   462	    def media(self):
   463	        """Return all media required to render the widgets on this form."""
   464	        media = Media()
   465	        for field in self.fields.values():
   466	            media = media + field.widget.media
   467	        return media
   468	
   469	    def is_multipart(self):
   470	        """
   471	        Return True if the form needs to be multipart-encoded, i.e. it has
   472	        FileInput, or False otherwise.
   473	        """
   474	        return any(field.widget.needs_multipart_form for field in self.fields.values())
   475	
   476	    def hidden_fields(self):
   477	        """
   478	        Return a list of all the BoundField objects that are hidden fields.
   479	        Useful for manual form layout in templates.
   480	        """
   481	        return [field for field in self if field.is_hidden]
   482	
   483	    def visible_fields(self):
   484	        """
   485	        Return a list of BoundField objects that aren't hidden fields.
   486	        The opposite of the hidden_fields() method.
   487	        """
   488	        return [field for field in self if not field.is_hidden]
   489	
   490	    def get_initial_for_field(self, field, field_name):
   491	        """
   492	        Return initial data for field on form. Use initial data from the form
   493	        or the field, in that order. Evaluate callable values.
   494	        """
   495	        value = self.initial.get(field_name, field.initial)
   496	        if callable(value):
   497	            value = value()
   498	        return value
   499	
   500	
   501	class Form(BaseForm, metaclass=DeclarativeFieldsMetaclass):
   502	    "A collection of Fields, plus their associated data."
   503	    # This is a separate class from BaseForm in order to abstract the way
   504	    # self.fields is specified. This class (Form) is the one that does the
   505	    # fancy metaclass stuff purely for the semantic sugar -- it allows one
   506	    # to define a form using declarative syntax.
   507	    # BaseForm itself has no way of designating self.fields.
   508	</function_results>

Now let's look at the `boundfield.py` file:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/forms/boundfield.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/forms/boundfield.py with line numbers:
     1	import datetime
     2	import re
     3	
     4	from django.forms.utils import flatatt, pretty_name
     5	from django.forms.widgets import Textarea, TextInput
     6	from django.utils.functional import cached_property
     7	from django.utils.html import conditional_escape, format_html, html_safe
     8	from django.utils.safestring import mark_safe
     9	from django.utils.translation import gettext_lazy as _
    10	
    11	__all__ = ('BoundField',)
    12	
    13	
    14	@html_safe
    15	class BoundField:
    16	    "A Field plus data"
    17	    def __init__(self, form, field, name):
    18	        self.form = form
    19	        self.field = field
    20	        self.name = name
    21	        self.html_name = form.add_prefix(name)
    22	        self.html_initial_name = form.add_initial_prefix(name)
    23	        self.html_initial_id = form.add_initial_prefix(self.auto_id)
    24	        if self.field.label is None:
    25	            self.label = pretty_name(name)
    26	        else:
    27	            self.label = self.field.label
    28	        self.help_text = field.help_text or ''
    29	
    30	    def __str__(self):
    31	        """Render this field as an HTML widget."""
    32	        if self.field.show_hidden_initial:
    33	            return self.as_widget() + self.as_hidden(only_initial=True)
    34	        return self.as_widget()
    35	
    36	    @cached_property
    37	    def subwidgets(self):
    38	        """
    39	        Most widgets yield a single subwidget, but others like RadioSelect and
    40	        CheckboxSelectMultiple produce one subwidget for each choice.
    41	
    42	        This property is cached so that only one database query occurs when
    43	        rendering ModelChoiceFields.
    44	        """
    45	        id_ = self.field.widget.attrs.get('id') or self.auto_id
    46	        attrs = {'id': id_} if id_ else {}
    47	        attrs = self.build_widget_attrs(attrs)
    48	        return [
    49	            BoundWidget(self.field.widget, widget, self.form.renderer)
    50	            for widget in self.field.widget.subwidgets(self.html_name, self.value(), attrs=attrs)
    51	        ]
    52	
    53	    def __bool__(self):
    54	        # BoundField evaluates to True even if it doesn't have subwidgets.
    55	        return True
    56	
    57	    def __iter__(self):
    58	        return iter(self.subwidgets)
    59	
    60	    def __len__(self):
    61	        return len(self.subwidgets)
    62	
    63	    def __getitem__(self, idx):
    64	        # Prevent unnecessary reevaluation when accessing BoundField's attrs
    65	        # from templates.
    66	        if not isinstance(idx, (int, slice)):
    67	            raise TypeError(
    68	                'BoundField indices must be integers or slices, not %s.'
    69	                % type(idx).__name__
    70	            )
    71	        return self.subwidgets[idx]
    72	
    73	    @property
    74	    def errors(self):
    75	        """
    76	        Return an ErrorList (empty if there are no errors) for this field.
    77	        """
    78	        return self.form.errors.get(self.name, self.form.error_class())
    79	
    80	    def as_widget(self, widget=None, attrs=None, only_initial=False):
    81	        """
    82	        Render the field by rendering the passed widget, adding any HTML
    83	        attributes passed as attrs. If a widget isn't specified, use the
    84	        field's default widget.
    85	        """
    86	        widget = widget or self.field.widget
    87	        if self.field.localize:
    88	            widget.is_localized = True
    89	        attrs = attrs or {}
    90	        attrs = self.build_widget_attrs(attrs, widget)
    91	        if self.auto_id and 'id' not in widget.attrs:
    92	            attrs.setdefault('id', self.html_initial_id if only_initial else self.auto_id)
    93	        return widget.render(
    94	            name=self.html_initial_name if only_initial else self.html_name,
    95	            value=self.value(),
    96	            attrs=attrs,
    97	            renderer=self.form.renderer,
    98	        )
    99	
   100	    def as_text(self, attrs=None, **kwargs):
   101	        """
   102	        Return a string of HTML for representing this as an <input type="text">.
   103	        """
   104	        return self.as_widget(TextInput(), attrs, **kwargs)
   105	
   106	    def as_textarea(self, attrs=None, **kwargs):
   107	        """Return a string of HTML for representing this as a <textarea>."""
   108	        return self.as_widget(Textarea(), attrs, **kwargs)
   109	
   110	    def as_hidden(self, attrs=None, **kwargs):
   111	        """
   112	        Return a string of HTML for representing this as an <input type="hidden">.
   113	        """
   114	        return self.as_widget(self.field.hidden_widget(), attrs, **kwargs)
   115	
   116	    @property
   117	    def data(self):
   118	        """
   119	        Return the data for this BoundField, or None if it wasn't given.
   120	        """
   121	        return self.form._field_data_value(self.field, self.html_name)
   122	
   123	    def value(self):
   124	        """
   125	        Return the value for this BoundField, using the initial value if
   126	        the form is not bound or the data otherwise.
   127	        """
   128	        data = self.initial
   129	        if self.form.is_bound:
   130	            data = self.field.bound_data(self.data, data)
   131	        return self.field.prepare_value(data)
   132	
   133	    def label_tag(self, contents=None, attrs=None, label_suffix=None):
   134	        """
   135	        Wrap the given contents in a <label>, if the field has an ID attribute.
   136	        contents should be mark_safe'd to avoid HTML escaping. If contents
   137	        aren't given, use the field's HTML-escaped label.
   138	
   139	        If attrs are given, use them as HTML attributes on the <label> tag.
   140	
   141	        label_suffix overrides the form's label_suffix.
   142	        """
   143	        contents = contents or self.label
   144	        if label_suffix is None:
   145	            label_suffix = (self.field.label_suffix if self.field.label_suffix is not None
   146	                            else self.form.label_suffix)
   147	        # Only add the suffix if the label does not end in punctuation.
   148	        # Translators: If found as last label character, these punctuation
   149	        # characters will prevent the default label_suffix to be appended to the label
   150	        if label_suffix and contents and contents[-1] not in _(':?.!'):
   151	            contents = format_html('{}{}', contents, label_suffix)
   152	        widget = self.field.widget
   153	        id_ = widget.attrs.get('id') or self.auto_id
   154	        if id_:
   155	            id_for_label = widget.id_for_label(id_)
   156	            if id_for_label:
   157	                attrs = {**(attrs or {}), 'for': id_for_label}
   158	            if self.field.required and hasattr(self.form, 'required_css_class'):
   159	                attrs = attrs or {}
   160	                if 'class' in attrs:
   161	                    attrs['class'] += ' ' + self.form.required_css_class
   162	                else:
   163	                    attrs['class'] = self.form.required_css_class
   164	            attrs = flatatt(attrs) if attrs else ''
   165	            contents = format_html('<label{}>{}</label>', attrs, contents)
   166	        else:
   167	            contents = conditional_escape(contents)
   168	        return mark_safe(contents)
   169	
   170	    def css_classes(self, extra_classes=None):
   171	        """
   172	        Return a string of space-separated CSS classes for this field.
   173	        """
   174	        if hasattr(extra_classes, 'split'):
   175	            extra_classes = extra_classes.split()
   176	        extra_classes = set(extra_classes or [])
   177	        if self.errors and hasattr(self.form, 'error_css_class'):
   178	            extra_classes.add(self.form.error_css_class)
   179	        if self.field.required and hasattr(self.form, 'required_css_class'):
   180	            extra_classes.add(self.form.required_css_class)
   181	        return ' '.join(extra_classes)
   182	
   183	    @property
   184	    def is_hidden(self):
   185	        """Return True if this BoundField's widget is hidden."""
   186	        return self.field.widget.is_hidden
   187	
   188	    @property
   189	    def auto_id(self):
   190	        """
   191	        Calculate and return the ID attribute for this BoundField, if the
   192	        associated Form has specified auto_id. Return an empty string otherwise.
   193	        """
   194	        auto_id = self.form.auto_id  # Boolean or string
   195	        if auto_id and '%s' in str(auto_id):
   196	            return auto_id % self.html_name
   197	        elif auto_id:
   198	            return self.html_name
   199	        return ''
   200	
   201	    @property
   202	    def id_for_label(self):
   203	        """
   204	        Wrapper around the field widget's `id_for_label` method.
   205	        Useful, for example, for focusing on this field regardless of whether
   206	        it has a single widget or a MultiWidget.
   207	        """
   208	        widget = self.field.widget
   209	        id_ = widget.attrs.get('id') or self.auto_id
   210	        return widget.id_for_label(id_)
   211	
   212	    @cached_property
   213	    def initial(self):
   214	        data = self.form.get_initial_for_field(self.field, self.name)
   215	        # If this is an auto-generated default date, nix the microseconds for
   216	        # standardized handling. See #22502.
   217	        if (isinstance(data, (datetime.datetime, datetime.time)) and
   218	                not self.field.widget.supports_microseconds):
   219	            data = data.replace(microsecond=0)
   220	        return data
   221	
   222	    def build_widget_attrs(self, attrs, widget=None):
   223	        widget = widget or self.field.widget
   224	        attrs = dict(attrs)  # Copy attrs to avoid modifying the argument.
   225	        if widget.use_required_attribute(self.initial) and self.field.required and self.form.use_required_attribute:
   226	            attrs['required'] = True
   227	        if self.field.disabled:
   228	            attrs['disabled'] = True
   229	        return attrs
   230	
   231	    @property
   232	    def widget_type(self):
   233	        return re.sub(r'widget$|input$', '', self.field.widget.__class__.__name__.lower())
   234	
   235	
   236	@html_safe
   237	class BoundWidget:
   238	    """
   239	    A container class used for iterating over widgets. This is useful for
   240	    widgets that have choices. For example, the following can be used in a
   241	    template:
   242	
   243	    {% for radio in myform.beatles %}
   244	      <label for="{{ radio.id_for_label }}">
   245	        {{ radio.choice_label }}
   246	        <span class="radio">{{ radio.tag }}</span>
   247	      </label>
   248	    {% endfor %}
   249	    """
   250	    def __init__(self, parent_widget, data, renderer):
   251	        self.parent_widget = parent_widget
   252	        self.data = data
   253	        self.renderer = renderer
   254	
   255	    def __str__(self):
   256	        return self.tag(wrap_label=True)
   257	
   258	    def tag(self, wrap_label=False):
   259	        context = {'widget': {**self.data, 'wrap_label': wrap_label}}
   260	        return self.parent_widget._render(self.template_name, context, self.renderer)
   261	
   262	    @property
   263	    def template_name(self):
   264	        if 'template_name' in self.data:
   265	            return self.data['template_name']
   266	        return self.parent_widget.template_name
   267	
   268	    @property
   269	    def id_for_label(self):
   270	        return 'id_%s_%s' % (self.data['name'], self.data['index'])
   271	
   272	    @property
   273	    def choice_label(self):
   274	        return self.data['label']
   275	</function_results>

Now let's look at the current implementation of `_clean_fields()` and `changed_data` in more detail. Let's also check if there are any tests related to this functionality:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -name "*.py" -exec grep -l "test_datetime_clean_initial_callable_disabled" {} \;</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/tests/forms_tests/tests/test_forms.py</function_results>

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/tests/forms_tests/tests/test_forms.py</antml:parameter>
<antml:parameter name="view_range">[1, 100]</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/tests/forms_tests/tests/test_forms.py with line numbers (which has a total of 3794 lines) with view_range=[1, 100]:
     1	import copy
     2	import datetime
     3	import json
     4	import uuid
     5	
