I'll start by exploring the repository structure to understand how the VotingClassifier is implemented and where the issue might be.

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "*.py" | grep -E "(voting|ensemble)" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/sklearn/ensemble/setup.py
/testbed/sklearn/ensemble/bagging.py
/testbed/sklearn/ensemble/__init__.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/__init__.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/binning.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/gradient_boosting.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/grower.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/loss.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/predictor.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_grower.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_compare_lightgbm.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_predictor.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_gradient_boosting.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_binning.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_histogram.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_splitting.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_loss.py
/testbed/sklearn/ensemble/_gb_losses.py
/testbed/sklearn/ensemble/gradient_boosting.py
/testbed/sklearn/ensemble/voting.py</function_results>

Great! I found the voting.py file. Let's examine it:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/sklearn/ensemble</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here're the files and directories up to 2 levels deep in /testbed/sklearn/ensemble, excluding hidden items and node_modules:
16M	/testbed/sklearn/ensemble
   162	        before averaging (`soft` voting). Uses uniform weights if `None`.
   163	
   164	    n_jobs : int or None, optional (default=None)
   165	        The number of jobs to run in parallel for ``fit``.
   166	        ``None`` means 1 unless in a :obj:`joblib.parallel_backend` context.
   167	        ``-1`` means using all processors. See :term:`Glossary <n_jobs>`
   168	        for more details.
   169	
   170	    flatten_transform : bool, optional (default=True)
   171	        Affects shape of transform output only when voting='soft'
   172	        If voting='soft' and flatten_transform=True, transform method returns
   173	        matrix with shape (n_samples, n_classifiers * n_classes). If
   174	        flatten_transform=False, it returns
   175	        (n_classifiers, n_samples, n_classes).
   176	
   177	    Attributes
   178	    ----------
   179	    estimators_ : list of classifiers
   180	        The collection of fitted sub-estimators as defined in ``estimators``
   181	        that are not `None`.
   182	
   183	    named_estimators_ : Bunch object, a dictionary with attribute access
   184	        Attribute to access any fitted sub-estimators by name.
   185	
   186	        .. versionadded:: 0.20
   187	
   188	    classes_ : array-like, shape (n_predictions,)
   189	        The classes labels.
   190	
   191	    Examples
   192	    --------
   193	    >>> import numpy as np
   194	    >>> from sklearn.linear_model import LogisticRegression
   195	    >>> from sklearn.naive_bayes import GaussianNB
   196	    >>> from sklearn.ensemble import RandomForestClassifier, VotingClassifier
   197	    >>> clf1 = LogisticRegression(solver='lbfgs', multi_class='multinomial',
   198	    ...                           random_state=1)
   199	    >>> clf2 = RandomForestClassifier(n_estimators=50, random_state=1)
   200	    >>> clf3 = GaussianNB()
   201	    >>> X = np.array([[-1, -1], [-2, -1], [-3, -2], [1, 1], [2, 1], [3, 2]])
   202	    >>> y = np.array([1, 1, 1, 2, 2, 2])
   203	    >>> eclf1 = VotingClassifier(estimators=[
   204	    ...         ('lr', clf1), ('rf', clf2), ('gnb', clf3)], voting='hard')
   205	    >>> eclf1 = eclf1.fit(X, y)
   206	    >>> print(eclf1.predict(X))
   207	    [1 1 1 2 2 2]
   208	    >>> np.array_equal(eclf1.named_estimators_.lr.predict(X),
   209	    ...                eclf1.named_estimators_['lr'].predict(X))
   210	    True
   211	    >>> eclf2 = VotingClassifier(estimators=[
   212	    ...         ('lr', clf1), ('rf', clf2), ('gnb', clf3)],
   213	    ...         voting='soft')
   214	    >>> eclf2 = eclf2.fit(X, y)
   215	    >>> print(eclf2.predict(X))
   216	    [1 1 1 2 2 2]
   217	    >>> eclf3 = VotingClassifier(estimators=[
   218	    ...        ('lr', clf1), ('rf', clf2), ('gnb', clf3)],
   219	    ...        voting='soft', weights=[2,1,1],
   220	    ...        flatten_transform=True)
   221	    >>> eclf3 = eclf3.fit(X, y)
   222	    >>> print(eclf3.predict(X))
   223	    [1 1 1 2 2 2]
   224	    >>> print(eclf3.transform(X).shape)
   225	    (6, 6)
   226	
   227	    See also
   228	    --------
	< truncated lines 229-262 >
   263	                                      ' classification is not supported.')
   264	
   265	        if self.voting not in ('soft', 'hard'):
   266	            raise ValueError("Voting must be 'soft' or 'hard'; got (voting=%r)"
   267	                             % self.voting)
   268	
   269	        self.le_ = LabelEncoder().fit(y)
   270	        self.classes_ = self.le_.classes_
   271	        transformed_y = self.le_.transform(y)
   272	
   273	        return super().fit(X, transformed_y, sample_weight)
   274	
   275	    def predict(self, X):
   276	        """ Predict class labels for X.
   277	
   278	        Parameters
   279	        ----------
   280	        X : {array-like, sparse matrix}, shape (n_samples, n_features)
   281	            The input samples.
   282	
   283	        Returns
   284	        -------
   285	        maj : array-like, shape (n_samples,)
   286	            Predicted class labels.
   287	        """
   288	
   289	        check_is_fitted(self, 'estimators_')
   290	        if self.voting == 'soft':
   291	            maj = np.argmax(self.predict_proba(X), axis=1)
   292	
   293	        else:  # 'hard' voting
   294	            predictions = self._predict(X)
   295	            maj = np.apply_along_axis(
   296	                lambda x: np.argmax(
   297	                    np.bincount(x, weights=self._weights_not_none)),
   298	                axis=1, arr=predictions)
   299	
   300	        maj = self.le_.inverse_transform(maj)
   301	
   302	        return maj
   303	
   304	    def _collect_probas(self, X):
   305	        """Collect results from clf.predict calls. """
   306	        return np.asarray([clf.predict_proba(X) for clf in self.estimators_])
   307	
   308	    def _predict_proba(self, X):
   309	        """Predict class probabilities for X in 'soft' voting """
   310	        if self.voting == 'hard':
   311	            raise AttributeError("predict_proba is not available when"
   312	                                 " voting=%r" % self.voting)
   313	        check_is_fitted(self, 'estimators_')
   314	        avg = np.average(self._collect_probas(X), axis=0,
   315	                         weights=self._weights_not_none)
   316	        return avg
   317	
   318	    @property
   319	    def predict_proba(self):
   320	        """Compute probabilities of possible outcomes for samples in X.
   321	
   322	        Parameters
   323	        ----------
   324	        X : {array-like, sparse matrix}, shape (n_samples, n_features)
   325	            The input samples.
   326	
   327	        Returns
   328	        -------
   329	        avg : array-like, shape (n_samples, n_classes)
   330	            Weighted average probability for each class per sample.
   331	        """
   332	        return self._predict_proba
   333	
   334	    def transform(self, X):
   335	        """Return class labels or probabilities for X for each estimator.
   336	
   337	        Parameters
   338	        ----------
   339	        X : {array-like, sparse matrix}, shape (n_samples, n_features)
   340	            Training vectors, where n_samples is the number of samples and
   341	            n_features is the number of features.
   342	
   343	        Returns
   344	        -------
   345	        probabilities_or_labels
   346	            If `voting='soft'` and `flatten_transform=True`:
   347	                returns array-like of shape (n_classifiers, n_samples *
   348	                n_classes), being class probabilities calculated by each
   349	                classifier.
   350	            If `voting='soft' and `flatten_transform=False`:
   351	                array-like of shape (n_classifiers, n_samples, n_classes)
   352	            If `voting='hard'`:
   353	                array-like of shape (n_samples, n_classifiers), being
   354	                class labels predicted by each classifier.
   355	        """
   356	        check_is_fitted(self, 'estimators_')
   357	
   358	        if self.voting == 'soft':
   359	            probas = self._collect_probas(X)
   360	            if not self.flatten_transform:
   361	                return probas
   362	            return np.hstack(probas)
   363	
   364	        else:
   365	            return self._predict(X)
   366	
   367	
   368	class VotingRegressor(_BaseVoting, RegressorMixin):
   369	    """Prediction voting regressor for unfitted estimators.
   370	
   371	    .. versionadded:: 0.21
   372	
   373	    A voting regressor is an ensemble meta-estimator that fits base
   374	    regressors each on the whole dataset. It, then, averages the individual
   375	    predictions to form a final prediction.
   376	
   377	    Read more in the :ref:`User Guide <voting_regressor>`.
   378	
   379	    Parameters
   380	    ----------
   381	    estimators : list of (string, estimator) tuples
   382	        Invoking the ``fit`` method on the ``VotingRegressor`` will fit
   383	        clones of those original estimators that will be stored in the class
   384	        attribute ``self.estimators_``. An estimator can be set to `None`
   385	        using ``set_params``.
   386	
   387	    weights : array-like, shape (n_regressors,), optional (default=`None`)
   388	        Sequence of weights (`float` or `int`) to weight the occurrences of
   389	        predicted values before averaging. Uses uniform weights if `None`.
   390	
   391	    n_jobs : int or None, optional (default=None)
   392	        The number of jobs to run in parallel for ``fit``.
   393	        ``None`` means 1 unless in a :obj:`joblib.parallel_backend` context.
   394	        ``-1`` means using all processors. See :term:`Glossary <n_jobs>`
   395	        for more details.
   396	
   397	    Attributes
   398	    ----------
   399	    estimators_ : list of regressors
   400	        The collection of fitted sub-estimators as defined in ``estimators``
   401	        that are not `None`.
   402	
   403	    named_estimators_ : Bunch object, a dictionary with attribute access
   404	        Attribute to access any fitted sub-estimators by name.
   405	
   406	    Examples
   407	    --------
   408	    >>> import numpy as np
   409	    >>> from sklearn.linear_model import LinearRegression
   410	    >>> from sklearn.ensemble import RandomForestRegressor
   411	    >>> from sklearn.ensemble import VotingRegressor
   412	    >>> r1 = LinearRegression()
   413	    >>> r2 = RandomForestRegressor(n_estimators=10, random_state=1)
   414	    >>> X = np.array([[1, 1], [2, 4], [3, 9], [4, 16], [5, 25], [6, 36]])
   415	    >>> y = np.array([2, 6, 12, 20, 30, 42])
   416	    >>> er = VotingRegressor([('lr', r1), ('rf', r2)])
   417	    >>> print(er.fit(X, y).predict(X))
   418	    [ 3.3  5.7 11.8 19.7 28.  40.3]
   419	
   420	    See also
   421	    --------
   422	    VotingClassifier: Soft Voting/Majority Rule classifier.
   423	    """
   424	
   425	    def __init__(self, estimators, weights=None, n_jobs=None):
   426	        self.estimators = estimators
   427	        self.weights = weights
   428	        self.n_jobs = n_jobs
   429	
   430	    def fit(self, X, y, sample_weight=None):
   431	        """ Fit the estimators.
   432	
   433	        Parameters
   434	        ----------
   435	        X : {array-like, sparse matrix}, shape (n_samples, n_features)
   436	            Training vectors, where n_samples is the number of samples and
   437	            n_features is the number of features.
   438	
   439	        y : array-like, shape (n_samples,)
   440	            Target values.
   441	
   442	        sample_weight : array-like, shape (n_samples,) or None
   443	            Sample weights. If None, then samples are equally weighted.
   444	            Note that this is supported only if all underlying estimators
   445	            support sample weights.
   446	
   447	        Returns
   448	        -------
   449	        self : object
   450	        """
   451	        return super().fit(X, y, sample_weight)
   452	
   453	    def predict(self, X):
   454	        """Predict regression target for X.
   455	
   456	        The predicted regression target of an input sample is computed as the
   457	        mean predicted regression targets of the estimators in the ensemble.
   458	
   459	        Parameters
   460	        ----------
   461	        X : {array-like, sparse matrix} of shape (n_samples, n_features)
   462	            The input samples.
   463	
   464	        Returns
   465	        -------
   466	        y : array of shape (n_samples,)
   467	            The predicted values.
   468	        """
   469	        check_is_fitted(self, "estimators_")
   470	        return np.average(self._predict(X), axis=1,
   471	                          weights=self._weights_not_none)
   472	
   473	    def transform(self, X):
   474	        """Return predictions for X for each estimator.
   475	
   476	        Parameters
   477	        ----------
   478	        X : {array-like, sparse matrix}, shape (n_samples, n_features)
   479	            The input samples.
   480	
   481	        Returns
   482	        -------
   483	        predictions
   484	            array-like of shape (n_samples, n_classifiers), being
   485	            values predicted by each regressor.
   486	        """
   487	        check_is_fitted(self, 'estimators_')
   488	        return self._predict(X)
   489	</function_results>

Now let's create a test script to reproduce the issue:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/reproduce_issue.py</antml:parameter>
<antml:parameter name="file_text">#!/usr/bin/env python3

import numpy as np
from sklearn.datasets import load_iris
from sklearn.ensemble import VotingClassifier
from sklearn.linear_model import LogisticRegression
from sklearn.ensemble import RandomForestClassifier

def test_voting_classifier_issue():
    """Test the issue with VotingClassifier when weights are passed and an estimator is None"""
    
    X, y = load_iris(return_X_y=True)
    voter = VotingClassifier(
        estimators=[('lr', LogisticRegression()),
                    ('rf', RandomForestClassifier())]
    )
    
    print("First fit with sample_weight - should work:")
    voter.fit(X, y, sample_weight=np.ones(y.shape))
    print("✓ Success")
    
    print("Setting lr estimator to None:")
    voter.set_params(lr=None)
    print("✓ Success")
    
    print("Second fit with sample_weight after setting lr=None - should fail:")
    try:
        voter.fit(X, y, sample_weight=np.ones(y.shape))
        print("✓ Success - no error!")
    except AttributeError as e:
        print(f"✗ Error: {e}")
        return False
    
    return True

if __name__ == "__main__":
    test_voting_classifier_issue()
</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>New file created successfully at /testbed/reproduce_issue.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python reproduce_issue.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<output>First fit with sample_weight - should work:</output>
<error>/testbed/sklearn/linear_model/logistic.py:432: FutureWarning: Default solver will be changed to 'lbfgs' in 0.22. Specify a solver to silence this warning.
  FutureWarning)
/testbed/sklearn/linear_model/logistic.py:469: FutureWarning: Default multi_class will be changed to 'auto' in 0.22. Specify the multi_class option to silence this warning.
  "this warning.", FutureWarning)
/testbed/sklearn/ensemble/forest.py:245: FutureWarning: The default value of n_estimators will change from 10 in version 0.20 to 100 in 0.22.
  "10 in version 0.20 to 100 in 0.22.", FutureWarning)
Traceback (most recent call last):
  File "reproduce_issue.py", line 37, in <module>
    test_voting_classifier_issue()
  File "reproduce_issue.py", line 20, in test_voting_classifier_issue
    print("\u2713 Success")
UnicodeEncodeError: 'ascii' codec can't encode character '\u2713' in position 0: ordinal not in range(128)</error>
</function_results>

Let me fix the unicode issue:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">str_replace</antml:parameter>
<antml:parameter name="path">/testbed/reproduce_issue.py</antml:parameter>
<antml:parameter name="old_str">    print("✓ Success")
    
    print("Setting lr estimator to None:")
    voter.set_params(lr=None)
    print("✓ Success")
    
    print("Second fit with sample_weight after setting lr=None - should fail:")
    try:
        voter.fit(X, y, sample_weight=np.ones(y.shape))
        print("✓ Success - no error!")
    except AttributeError as e:
        print(f"✗ Error: {e}")</antml:parameter>
<antml:parameter name="new_str">    print("SUCCESS")
    
    print("Setting lr estimator to None:")
    voter.set_params(lr=None)
    print("SUCCESS")
    
    print("Second fit with sample_weight after setting lr=None - should fail:")
    try:
        voter.fit(X, y, sample_weight=np.ones(y.shape))
        print("SUCCESS - no error!")
    except AttributeError as e:
        print(f"ERROR: {e}")</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>The file /testbed/reproduce_issue.py has been edited successfully.</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python reproduce_issue.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<output>First fit with sample_weight - should work:
SUCCESS
Setting lr estimator to None:
SUCCESS
Second fit with sample_weight after setting lr=None - should fail:
ERROR: 'NoneType' object has no attribute 'fit'</output>
<error>/testbed/sklearn/linear_model/logistic.py:432: FutureWarning: Default solver will be changed to 'lbfgs' in 0.22. Specify a solver to silence this warning.
  FutureWarning)
/testbed/sklearn/linear_model/logistic.py:469: FutureWarning: Default multi_class will be changed to 'auto' in 0.22. Specify the multi_class option to silence this warning.
  "this warning.", FutureWarning)
/testbed/sklearn/ensemble/forest.py:245: FutureWarning: The default value of n_estimators will change from 10 in version 0.20 to 100 in 0.22.
  "10 in version 0.20 to 100 in 0.22.", FutureWarning)</error>
</function_results>

Great! I've reproduced the issue. Now let's analyze the problem. Looking at the code in the `_BaseVoting.fit` method, I can see the issue:

1. Lines 79-83 check if `sample_weight` is not None and validate that all estimators support sample weights
2. However, this check iterates through `self.estimators` which includes None estimators
3. The `has_fit_parameter(step, 'sample_weight')` call fails when `step` is None

