I'll help you implement the necessary changes to fix the issue where `runserver 0:8000` displays "Starting development server at http://0:8000/" instead of "Starting development server at http://0.0.0.0:8000/". Let's start by exploring the repository structure and understanding how the runserver command works.

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "*.py" | grep -E "(runserver|management)" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/tests/sitemaps_tests/test_management.py
/testbed/tests/admin_scripts/simple_app/management/__init__.py
/testbed/tests/admin_scripts/simple_app/management/commands/duplicate.py
/testbed/tests/admin_scripts/simple_app/management/commands/__init__.py
/testbed/tests/admin_scripts/complex_app/management/__init__.py
/testbed/tests/admin_scripts/complex_app/management/commands/duplicate.py
/testbed/tests/admin_scripts/complex_app/management/commands/__init__.py
/testbed/tests/admin_scripts/management/__init__.py
/testbed/tests/admin_scripts/management/commands/__init__.py
/testbed/tests/admin_scripts/management/commands/noargs_command.py
/testbed/tests/admin_scripts/management/commands/suppress_base_options_command.py
/testbed/tests/admin_scripts/management/commands/label_command.py
/testbed/tests/admin_scripts/management/commands/base_command.py
/testbed/tests/admin_scripts/management/commands/app_command.py
/testbed/tests/admin_scripts/management/commands/custom_startproject.py
/testbed/tests/user_commands/management/__init__.py
/testbed/tests/user_commands/management/commands/required_list_option.py
/testbed/tests/user_commands/management/commands/hal.py
/testbed/tests/user_commands/management/commands/__init__.py
/testbed/tests/user_commands/management/commands/mutually_exclusive_required_with_same_dest.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -path "*/management/commands/runserver.py" -type f</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/django/contrib/staticfiles/management/commands/runserver.py
/testbed/django/core/management/commands/runserver.py</function_results>

Let's look at the main runserver command:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/core/management/commands/runserver.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/core/management/commands/runserver.py with line numbers:
     1	import errno
    16	            dest="use_static_handler",
    17	            help="Tells Django to NOT automatically serve static files at STATIC_URL.",
    18	        )
    19	        parser.add_argument(
    20	            "--insecure",
    21	            action="store_true",
    22	            dest="insecure_serving",
    23	            help="Allows serving static files even if DEBUG is False.",
    24	        )
    25	
    26	    def get_handler(self, *args, **options):
    27	        """
    28	        Return the static files serving handler wrapping the default handler,
    29	        if static files should be served. Otherwise return the default handler.
    30	        """
    31	        handler = super().get_handler(*args, **options)
    32	        use_static_handler = options["use_static_handler"]
    33	        insecure_serving = options["insecure_serving"]
    34	        if use_static_handler and (settings.DEBUG or insecure_serving):
    35	            return StaticFilesHandler(handler)
    36	        return handler
    37	</function_results>

Now let's understand the issue. Looking at the code, the problem is in line 150 of `/testbed/django/core/management/commands/runserver.py`. When the address is parsed from the command line argument, if someone provides `0:8000`, the `self.addr` becomes `"0"`. However, when displaying the server address in the output message, it shows `self.addr` directly instead of converting `"0"` to `"0.0.0.0"`.

Let's trace through the logic:

1. When `"0:8000"` is provided, the regex `naiveip_re` matches it and extracts `addr="0"` and `port="8000"`
2. In line 98: `self.addr, _ipv4, _ipv6, _fqdn, self.port = m.groups()` sets `self.addr = "0"`
3. Later in lines 108-109, if `self.addr` is empty, it gets set to the default, but `"0"` is not empty, so it stays as `"0"`
4. In line 150, the output message uses `self.addr` directly, which is `"0"`

The issue is that while `"0"` is equivalent to `"0.0.0.0"` for binding purposes, the display should show `"0.0.0.0"` for clarity and consistency.

Let's write a test to reproduce this issue first:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/test_runserver_display.py</antml:parameter>
<antml:parameter name="file_text">#!/usr/bin/env python
"""Test script to reproduce the runserver display issue."""

import os
import sys
import io
from unittest.mock import patch

# Add the Django path
sys.path.insert(0, '/testbed')

# Set up Django
os.environ.setdefault('DJANGO_SETTINGS_MODULE', 'tests.test_settings')

import django
from django.conf import settings
from django.core.management.commands.runserver import Command
from django.test import override_settings

# Configure minimal settings if not already configured
if not settings.configured:
    settings.configure(
        DEBUG=True,
        SECRET_KEY='test-secret-key',
        ALLOWED_HOSTS=['*'],
        INSTALLED_APPS=[
            'django.contrib.contenttypes',
            'django.contrib.auth',
        ],
        DATABASES={
            'default': {
                'ENGINE': 'django.db.backends.sqlite3',
                'NAME': ':memory:',
            }
        }
    )

django.setup()

def test_runserver_display():
    """Test that runserver 0:8000 displays 0.0.0.0:8000 in the output."""
    
    # Create a command instance
    cmd = Command()
    
    # Capture stdout
    stdout = io.StringIO()
    cmd.stdout = stdout
    
    # Mock the actual server run to avoid starting a real server
    with patch.object(cmd, 'run') as mock_run:
        # Test with "0:8000"
        options = {
            'addrport': '0:8000',
            'use_ipv6': False,
            'use_reloader': False,
            'use_threading': True,
            'skip_checks': True,
        }
        
        try:
            cmd.handle(**options)
        except SystemExit:
            pass  # Expected when mocking
        
        # Check what was printed
        output = stdout.getvalue()
        print("Output for '0:8000':")
        print(output)
        print("---")
        
        # The issue: output contains "http://0:8000/" instead of "http://0.0.0.0:8000/"
        if "http://0:8000/" in output:
            print("❌ BUG CONFIRMED: Shows 'http://0:8000/' instead of 'http://0.0.0.0:8000/'")
        elif "http://0.0.0.0:8000/" in output:
            print("✅ FIXED: Shows 'http://0.0.0.0:8000/' as expected")
        else:
            print("? Unexpected output format")

if __name__ == '__main__':
    test_runserver_display()
</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>New file created successfully at /testbed/test_runserver_display.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_runserver_display.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Output for '0:8000':

---
? Unexpected output format</function_results>

Let me fix the test script to better handle the Django setup:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">str_replace</antml:parameter>
<antml:parameter name="path">/testbed/test_runserver_display.py</antml:parameter>
<antml:parameter name="old_str">def test_runserver_display():
    """Test that runserver 0:8000 displays 0.0.0.0:8000 in the output."""
    
    # Create a command instance
    cmd = Command()
    
    # Capture stdout
    stdout = io.StringIO()
    cmd.stdout = stdout
    
    # Mock the actual server run to avoid starting a real server
    with patch.object(cmd, 'run') as mock_run:
        # Test with "0:8000"
        options = {
            'addrport': '0:8000',
            'use_ipv6': False,
            'use_reloader': False,
            'use_threading': True,
            'skip_checks': True,
        }
        
        try:
            cmd.handle(**options)
        except SystemExit:
            pass  # Expected when mocking
        
        # Check what was printed
        output = stdout.getvalue()
        print("Output for '0:8000':")
        print(output)
        print("---")
        
        # The issue: output contains "http://0:8000/" instead of "http://0.0.0.0:8000/"
        if "http://0:8000/" in output:
            print("❌ BUG CONFIRMED: Shows 'http://0:8000/' instead of 'http://0.0.0.0:8000/'")
        elif "http://0.0.0.0:8000/" in output:
            print("✅ FIXED: Shows 'http://0.0.0.0:8000/' as expected")
        else:
            print("? Unexpected output format")</antml:parameter>
<antml:parameter name="new_str">def test_runserver_display():
    """Test that runserver 0:8000 displays 0.0.0.0:8000 in the output."""
    
    # Create a command instance
    cmd = Command()
    
    # Capture stdout
    stdout = io.StringIO()
    cmd.stdout = stdout
    
    # Mock the actual server run to avoid starting a real server
    with patch('django.core.management.commands.runserver.run') as mock_run:
        # Test with "0:8000"
        options = {
            'addrport': '0:8000',
            'use_ipv6': False,
            'use_reloader': False,
            'use_threading': True,
            'skip_checks': True,
            'no_color': False,
        }
        
        try:
            cmd.handle(**options)
        except (SystemExit, OSError):
            pass  # Expected when mocking
        
        # Check what was printed
        output = stdout.getvalue()
        print("Output for '0:8000':")
        print(repr(output))
        print("---")
        
        # The issue: output contains "http://0:8000/" instead of "http://0.0.0.0:8000/"
        if "http://0:8000/" in output:
            print("❌ BUG CONFIRMED: Shows 'http://0:8000/' instead of 'http://0.0.0.0:8000/'")
        elif "http://0.0.0.0:8000/" in output:
            print("✅ FIXED: Shows 'http://0.0.0.0:8000/' as expected")
        else:
            print("? Unexpected output format")</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>The file /testbed/test_runserver_display.py has been edited successfully.</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_runserver_display.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Output for '0:8000':
"\nYou have 14 unapplied migration(s). Your project may not work properly until you apply the migrations for app(s): auth, contenttypes.Run 'python manage.py migrate' to apply them.May 21, 2025 - 07:05:02Django version 4.2.dev20221004081211, using settings None\nStarting development server at http://0:8000/\nQuit the server with CONTROL-C."
---
❌ BUG CONFIRMED: Shows 'http://0:8000/' instead of 'http://0.0.0.0:8000/'</function_results>

Perfect! The test confirms the bug. The output shows `http://0:8000/` instead of `http://0.0.0.0:8000/`.

Now let's look at the fix. The issue is in the display logic. We need to modify the code to convert `"0"` to `"0.0.0.0"` for display purposes while keeping the actual binding behavior unchanged.

Looking at the code, the display happens in the `inner_run` method around line 150. We need to modify the address used for display purposes.

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/core/management/commands/runserver.py</antml:parameter>
<antml:parameter name="view_range">[140, 155]</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/core/management/commands/runserver.py with line numbers (which has a total of 184 lines) with view_range=[140, 155]:
   140	        self.stdout.write(
   141	            (
   142	                "Django version %(version)s, using settings %(settings)r\n"
   143	                "Starting development server at %(protocol)s://%(addr)s:%(port)s/\n"
   144	                "Quit the server with %(quit_command)s."
   145	            )
   146	            % {
   147	                "version": self.get_version(),
   148	                "settings": settings.SETTINGS_MODULE,
   149	                "protocol": self.protocol,
   150	                "addr": "[%s]" % self.addr if self._raw_ipv6 else self.addr,
   151	                "port": self.port,
   152	                "quit_command": quit_command,
   153	            }
   154	        )
   155	
</function_results>

The fix should be to modify line 150 to display `"0.0.0.0"` when the address is `"0"`. Let's implement this:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">str_replace</antml:parameter>
<antml:parameter name="path">/testbed/django/core/management/commands/runserver.py</antml:parameter>
<antml:parameter name="old_str">                "addr": "[%s]" % self.addr if self._raw_ipv6 else self.addr,</antml:parameter>
<antml:parameter name="new_str">                "addr": (
                    "[%s]" % self.addr if self._raw_ipv6 
                    else "0.0.0.0" if self.addr == "0" 
                    else self.addr
                ),</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>The file /testbed/django/core/management/commands/runserver.py has been edited successfully.</function_results>

Now let's test our fix:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_runserver_display.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Output for '0:8000':
"\nYou have 14 unapplied migration(s). Your project may not work properly until you apply the migrations for app(s): auth, contenttypes.Run 'python manage.py migrate' to apply them.May 21, 2025 - 07:05:30Django version 4.2.dev20221004081211, using settings None\nStarting development server at http://0.0.0.0:8000/\nQuit the server with CONTROL-C."
---
✅ FIXED: Shows 'http://0.0.0.0:8000/' as expected</function_results>

Great! Our fix works. Now let's create a more comprehensive test to make sure we handle various cases correctly:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/test_comprehensive_runserver.py</antml:parameter>
<antml:parameter name="file_text">#!/usr/bin/env python
"""Comprehensive test script for runserver display behavior."""

import os
import sys
import io
from unittest.mock import patch

# Add the Django path
sys.path.insert(0, '/testbed')

# Set up Django
os.environ.setdefault('DJANGO_SETTINGS_MODULE', 'tests.test_settings')

import django
from django.conf import settings
from django.core.management.commands.runserver import Command

# Configure minimal settings if not already configured
if not settings.configured:
    settings.configure(
        DEBUG=True,
        SECRET_KEY='test-secret-key',
        ALLOWED_HOSTS=['*'],
        INSTALLED_APPS=[
            'django.contrib.contenttypes',
            'django.contrib.auth',
        ],
        DATABASES={
            'default': {
                'ENGINE': 'django.db.backends.sqlite3',
                'NAME': ':memory:',
            }
        }
    )

django.setup()

def test_address_display(addrport, expected_display_addr):
    """Test that runserver displays the correct address."""
    
    # Create a command instance
    cmd = Command()
    
    # Capture stdout
    stdout = io.StringIO()
    cmd.stdout = stdout
    
    # Mock the actual server run to avoid starting a real server
    with patch('django.core.management.commands.runserver.run') as mock_run:
        options = {
            'addrport': addrport,
            'use_ipv6': False,
            'use_reloader': False,
            'use_threading': True,
            'skip_checks': True,
            'no_color': False,
        }
        
        try:
            cmd.handle(**options)
        except (SystemExit, OSError):
            pass  # Expected when mocking
        
        # Check what was printed
        output = stdout.getvalue()
        expected_url = f"http://{expected_display_addr}/"
        
        print(f"Input: {addrport}")
        print(f"Expected: {expected_url}")
        
        if expected_url in output:
            print("✅ PASS")
        else:
            print("❌ FAIL")
            print(f"Actual output: {repr(output)}")
        print("---")

def test_all_cases():
    """Test various address formats."""
    
    test_cases = [
        # (input, expected_display_address)
        ("0:8000", "0.0.0.0:8000"),
        ("127.0.0.1:8000", "127.0.0.1:8000"),
        ("localhost:8000", "localhost:8000"),
        ("192.168.1.1:9000", "192.168.1.1:9000"),
        ("8000", "127.0.0.1:8000"),  # Default address when only port is given
    ]
    
    for addrport, expected in test_cases:
        test_address_display(addrport, expected)

if __name__ == '__main__':
    test_all_cases()
</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>New file created successfully at /testbed/test_comprehensive_runserver.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_comprehensive_runserver.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Input: 0:8000
Expected: http://0.0.0.0:8000/
✅ PASS
---
Input: 127.0.0.1:8000
Expected: http://127.0.0.1:8000/
✅ PASS
---
Input: localhost:8000
Expected: http://localhost:8000/
✅ PASS
---
Input: 192.168.1.1:9000
Expected: http://192.168.1.1:9000/
✅ PASS
---
Input: 8000
Expected: http://127.0.0.1:8000/
✅ PASS
---</function_results>

Excellent! All test cases pass. Now let's also test IPv6 cases to make sure we didn't break anything:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/test_ipv6_runserver.py</antml:parameter>
<antml:parameter name="file_text">#!/usr/bin/env python
"""Test script for IPv6 runserver display behavior."""

import os
import sys
import io
from unittest.mock import patch

# Add the Django path
sys.path.insert(0, '/testbed')

# Set up Django
os.environ.setdefault('DJANGO_SETTINGS_MODULE', 'tests.test_settings')

import django
from django.conf import settings
from django.core.management.commands.runserver import Command

# Configure minimal settings if not already configured
if not settings.configured:
    settings.configure(
        DEBUG=True,
        SECRET_KEY='test-secret-key',
        ALLOWED_HOSTS=['*'],
        INSTALLED_APPS=[
            'django.contrib.contenttypes',
            'django.contrib.auth',
        ],
        DATABASES={
            'default': {
                'ENGINE': 'django.db.backends.sqlite3',
                'NAME': ':memory:',
            }
        }
    )

django.setup()

def test_ipv6_address_display(addrport, use_ipv6, expected_display_addr):
    """Test that runserver displays the correct IPv6 address."""
    
    # Create a command instance
    cmd = Command()
    
    # Capture stdout
    stdout = io.StringIO()
    cmd.stdout = stdout
    
    # Mock the actual server run to avoid starting a real server
    with patch('django.core.management.commands.runserver.run') as mock_run:
        options = {
            'addrport': addrport,
            'use_ipv6': use_ipv6,
            'use_reloader': False,
            'use_threading': True,
            'skip_checks': True,
            'no_color': False,
        }
        
        try:
            cmd.handle(**options)
        except (SystemExit, OSError):
            pass  # Expected when mocking
        
        # Check what was printed
        output = stdout.getvalue()
        expected_url = f"http://{expected_display_addr}/"
        
        print(f"Input: {addrport}, IPv6: {use_ipv6}")
        print(f"Expected: {expected_url}")
        
        if expected_url in output:
            print("✅ PASS")
        else:
            print("❌ FAIL")
            print(f"Actual output: {repr(output)}")
        print("---")

def test_ipv6_cases():
    """Test various IPv6 address formats."""
    
    test_cases = [
        # (input, use_ipv6, expected_display_address)
        ("[::1]:8000", False, "[::1]:8000"),  # IPv6 address in brackets
        ("8000", True, "[::1]:8000"),  # Default IPv6 when --ipv6 flag is used
    ]
    
    for addrport, use_ipv6, expected in test_cases:
        test_ipv6_address_display(addrport, use_ipv6, expected)

if __name__ == '__main__':
    test_ipv6_cases()
</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>New file created successfully at /testbed/test_ipv6_runserver.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_ipv6_runserver.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Input: [::1]:8000, IPv6: False
Expected: http://[::1]:8000/
✅ PASS
---
Input: 8000, IPv6: True
Expected: http://[::1]:8000/
✅ PASS
---</function_results>

Great! IPv6 cases work correctly too. Now let's run the existing Django tests to make sure we didn't break anything:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && find . -name "*test*runserver*" -type f</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>./test_ipv6_runserver.py
./test_runserver_display.py
./test_comprehensive_runserver.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && find . -path "*/tests/*" -name "*runserver*" -type f</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<system>Tool ran without output or errors</system>
</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && find . -path "*/tests/*" -name "*management*" -type f | head -10</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>./tests/sitemaps_tests/test_management.py
./tests/contenttypes_tests/test_management.py
./tests/staticfiles_tests/test_management.py
./tests/auth_tests/test_management.py
./tests/i18n/test_management.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && find . -name "test_*management*" -type f | head -10</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>./tests/sitemaps_tests/test_management.py
./tests/contenttypes_tests/test_management.py
./tests/staticfiles_tests/test_management.py
./tests/auth_tests/test_management.py
./tests/i18n/test_management.py</function_results>

Let's search more specifically for runserver tests:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && grep -r "runserver" tests/ --include="*.py" | head -10</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>tests/admin_scripts/tests.py:from django.core.management.commands.runserver import Command as RunserverCommand
tests/admin_scripts/tests.py:    def test_runserver_addrport(self):
tests/admin_scripts/tests.py:        Ensure runserver.check_migrations doesn't choke on empty DATABASES.
